,id,code,statDate,pubDate,statDate.1,goods_sale_and_service_render_cash,net_deposit_increase,net_borrowing_from_central_bank,net_borrowing_from_finance_co,net_original_insurance_cash,net_cash_received_from_reinsurance_business,net_insurer_deposit_investment,net_deal_trading_assets,interest_and_commission_cashin,net_increase_in_placements,net_buyback,tax_levy_refund,other_cashin_related_operate,subtotal_operate_cash_inflow,goods_and_services_cash_paid,net_loan_and_advance_increase,net_deposit_in_cb_and_ib,original_compensation_paid,handling_charges_and_commission,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_withdrawal_cash,invest_proceeds,fix_intan_other_asset_dispo_cash,net_cash_deal_subcompany,other_cash_from_invest_act,subtotal_invest_cash_inflow,fix_intan_other_asset_acqui_cash,invest_cash_paid,impawned_loan_net_increase,net_cash_from_sub_company,other_cash_to_invest_act,subtotal_invest_cash_outflow,net_invest_cash_flow,cash_from_invest,cash_from_mino_s_invest_sub,cash_from_borrowing,cash_from_bonds_issue,other_finance_act_cash,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,proceeds_from_sub_to_mino_s,other_finance_act_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end
0,96131,002102.XSHE,2016-06-30,2016-08-31,2016-06-30,375451200.0,,,,,,,,,,,3400385.5,-158896592.0,219954992.0,234656064.0,,,,,,12157691.0,35302932.0,-175366864.0,106749808.0,113205192.0,216300000.0,,,,519495136.0,735795136.0,123691672.0,,,,176191968.0,299883648.0,435911488.0,,,100214632.0,,,100214632.0,115117256.0,25214564.0,,5505253.5,145837072.0,-45622440.0,126094.5391,503620352.0,-51079236.0,452541120.0
0,109435,002102.XSHE,2017-09-30,2017-10-23,2017-09-30,2857007731.24,,,,,,,,,,,5586102.05,-71000212.42,2791593620.87,2919159397.17,,,,,,20118712.18,13883477.23,-31274820.15,2921886766.43,-130293145.56,289603778.55,2398.27,2000.0,,254.98,289608431.8,49631697.01,407299833.6,,,,456931530.61,-167323098.81,0.0,,151904243.4,,,151904243.4,119936724.31,1917399.07,,,121854123.38,30050120.02,-439279.23,-268005403.58,352522146.47,346275353.31
0,144774,002102.XSHE,2018-12-31,2019-04-30,2018-12-31,3043154481.84,,,,,,,,,,,14897732.9,-50294888.95,3007757325.79,2938326313.84,,,,,,26822641.21,455228.05,197648136.35,3163252319.45,-155494993.66,10899937.66,1968731.04,90746.21,,,17292225.15,41909996.95,-20669355.56,,,,28082010.05,-10789784.9,,,176332719.81,,,292388082.33,156751229.66,5896768.91,,,368040126.1,-75652043.77,-16255004.06,-258191826.39,417371145.36,159179318.97
0,147910,002102.XSHE,2019-06-30,2019-08-27,2019-06-30,3957703221.3,,,,,,,,,,,24571215.74,498111538.41,4480385975.45,3915635921.21,,,,,,32333659.38,31782371.93,239070374.38,4218822483.7,261563491.75,,,,-96234.19,,112527189.04,22464178.0,,,,,209264178.0,-96736988.96,,,369434445.23,,72000.0,369506445.23,353010442.59,16128603.55,,,369139046.14,367399.09,1785375.32,166979277.2,399914184.15,118798348.99
0,152936,002102.XSHE,2019-09-30,2019-10-24,2019-09-30,4242168034.85,,,,,,,,,,,14011696.57,35599298.91,4291779030.33,3686239699.34,,,,0.0,,22969316.22,79593240.01,282864090.26,4071666345.83,220112684.5,0.0,-1.0,,953393229.7,,953370778.7,48478700.79,642779436.99,,,,691258137.78,262112640.92,,,149166615.49,,5000.0,149171615.49,654649066.91,5994636.11,,,660725703.02,-511554087.53,503836.32,-28824925.79,118798348.99,89925596.31
0,189171,002102.XSHE,2020-06-30,2020-08-25,2020-06-30,3551086987.42,,,,,,,,,,,30306105.58,505740592.83,4087137418.95,2974689173.67,,,,,,17295268.28,10424018.51,197625383.83,3200033844.29,887103574.66,,,,,,,58116231.9,,,,,58116231.9,-58116231.9,,,249370019.4,,,257270019.4,234173811.67,22386591.86,,722766046.77,979326450.3,-722056430.9,29485.41,106960397.27,332594133.62,146289087.73
0,216636,002102.XSHE,2020-12-31,2021-04-20,2020-12-31,4395099517.29,,,,,,,,,,,14354801.25,-242191041.64,4167259543.78,3275494495.27,,,,,,23248866.44,2612888.75,765884116.93,4067240367.39,100019176.39,,,2458064.74,,,35540556.2,26248909.01,,,,,142248909.01,-106708352.81,,,189707953.06,,25689000.0,215396953.06,258359685.58,12170363.65,,96093132.89,366623182.12,-151226229.06,11395513.31,-146519892.17,182271644.64,31887363.05
0,26528,002103.XSHE,2016-03-31,2016-04-30,2016-03-31,394819680.0,,,,,,,,,,,24971016.0,2363915.5,422154592.0,259829392.0,,,,,,54314764.0,24234894.0,29789456.0,368168512.0,53986092.0,39000000.0,155884.9375,518700.0,,108238.2891,39782824.0,5380066.0,65000000.0,,,2689494.5,73069560.0,-33286738.0,,,,,7264800.0,7264800.0,129870560.0,1132027.75,,8822400.0,139824992.0,-132560184.0,-79597.2969,-111940432.0,193937376.0,81996944.0
0,108727,002103.XSHE,2017-06-30,2017-08-30,2017-06-30,567549632.0,,,,,,,,,,,10969267.0,4844212.5,583363072.0,482055744.0,,,,,,47328404.0,17325708.0,34428228.0,581138048.0,2225015.0,381000000.0,356471.25,2793071.0,,,384149536.0,2795455.25,381000000.0,,,,383795456.0,354086.875,,,139000000.0,,9064350.0,148064352.0,60000000.0,51740916.0,,8789041.0,120529960.0,27534392.0,-713789.4375,29399704.0,156321424.0,185721136.0
0,195780,002103.XSHE,2020-09-30,2020-10-30,2020-09-30,678348668.57,,,,,,,,,,,17556777.73,5706552.25,701611998.55,552980506.71,,,,,,58170358.49,5158259.12,63660007.42,679969131.74,21642866.81,476910480.27,2445889.2,7393.21,,1852656.7,481216419.38,15903650.24,506579475.54,,,0.0,522483125.78,-41266706.4,,,140000000.0,,5718254.14,145718254.14,135000000.0,3253417.52,,5289254.14,143542671.66,2175582.48,-4398695.57,-21846952.68,165340757.38,143493804.7
0,94159,002104.XSHE,2016-06-30,2016-08-29,2016-06-30,313269088.0,,,,,,,,,,,1266802.0,-4516040.5,310019872.0,190480928.0,,,,,,59178968.0,24765360.0,24464122.0,298889376.0,11130474.0,0.0,1250041.25,0.0,,,1250041.25,23681826.0,-16020000.0,,16020000.0,,23681826.0,-22431786.0,12199000.0,,,,,12199000.0,,71350400.0,,,71350400.0,-59151400.0,214215.0156,-70238496.0,0.0,-70238496.0
0,102735,002104.XSHE,2016-12-31,2017-04-25,2016-12-31,656870464.0,,,,,,,,,,,14407904.0,-11555677.0,659722688.0,218011584.0,,,,,,60776364.0,42286940.0,33472082.0,354546976.0,305175712.0,145354144.0,10916767.0,546658.1875,,,156817568.0,18148312.0,359230016.0,,-16020000.0,,361358304.0,-204540752.0,,,81130952.0,,,81130952.0,81130952.0,169133.0469,,202400.0,81502488.0,-371533.0312,-8909897.0,91353536.0,,91353536.0
0,127930,002105.XSHE,2018-06-30,2018-08-17,2018-06-30,324622733.99,,,,,,,,,,,6474104.03,13812872.65,344909710.67,252065282.97,,,,,,79362502.48,10865983.09,27568294.52,369862063.06,-24952352.39,,5833.3,1066800.0,,,1072633.3,8236147.78,1911377.6,,,,10147525.38,-9074892.08,,,195892372.58,,,195892372.58,141912340.65,31167729.55,,,173080070.2,22812302.38,3502243.46,-7712698.63,213466022.09,205753323.46
0,133986,002105.XSHE,2018-09-30,2018-10-27,2018-09-30,404151652.12,,,,,,,,,,,9631106.3,33187766.23,446970524.65,310915796.21,,,,,,83216139.99,7746652.73,12765243.27,414643832.2,32326692.45,,,327.5,,,-42887.89,7330401.33,12989675.13,,,,20320076.46,-20362964.35,,,118810310.94,,,118810310.94,114447421.84,5300292.08,,,119747713.92,-937402.98,-3124535.78,7901789.34,205753323.46,213655112.8
0,192644,002107.XSHE,2020-09-30,2020-10-16,2020-09-30,291118970.09,,,,,,,,,,,,10242824.97,301361795.06,60939061.69,,,,,,32796904.0,43456133.12,108673968.34,245866067.15,55495727.91,,,,0.0,0.0,0.0,13095621.69,,,,,17564871.25,-17564871.25,,,68030301.8,,,68030301.8,,419828.8,,,2419828.8,65610473.0,0.0,103541329.66,418240706.63,521782036.29
0,116421,002108.XSHE,2017-12-31,2018-03-23,2017-12-31,1103695972.61,,,,,,,,,,,0.0,1354837.03,1105050809.64,548939664.95,,,,,,70053935.86,118540905.0,75288006.5,812822512.31,292228297.33,,69283.83,70423.0,11444000.0,,11583706.83,-36157417.94,,,,1310890.82,-34846527.12,46430233.95,466449.38,,0.0,,7714566.64,8181016.02,324648695.41,5002078.62,,466449.38,330117223.41,-321936207.39,334461.88,17056785.77,262056272.54,279113058.31
0,174795,002108.XSHE,2019-12-31,2020-04-30,2019-12-31,675886921.99,,,,,,,,,,,6500992.94,7869553.87,690257468.8,555413166.21,,,,,,61998401.22,54514841.43,31207559.31,703133968.17,-12876499.37,,-3806472.23,116851.28,,,-3808509.95,9363385.03,,,,,15938497.57,-19747007.52,,,231944000.0,,,231944000.0,157369474.79,5427846.61,,,162797321.4,69146678.6,-94459.83,36428711.88,145271720.49,181700432.37
0,133433,002110.XSHE,2018-09-30,2018-10-26,2018-09-30,10647371667.08,,,,,,,,,,,,451622769.49,11098994436.57,6308101149.24,,,,,,489924309.87,816512094.45,1679758050.63,9294295604.19,1804698832.38,100000000.0,2643213.08,364237.8,,,103007450.88,202533890.36,539000000.0,,0.0,,741533890.36,-638526439.48,,,400400000.0,,,400400000.0,697711600.0,26137028.72,,16240605.62,740089234.34,-339689234.34,,826483158.56,3693133468.04,4519616626.6
0,157018,002111.XSHE,2019-09-30,2019-10-30,2019-09-30,580789187.07,,,,,,,,,,,3795950.87,-1027905.95,583557231.99,466264825.61,,,,,,62721936.35,35741116.19,39131837.23,603859715.38,-20302483.39,,1546469.01,1200.0,,548500000.0,550547669.01,11689490.66,0.0,,,537500000.0,549189490.66,1358178.35,,,291615024.64,,,291615024.64,206822622.53,143336422.08,,7683013.13,357842057.74,-66227033.1,-341041.82,-85512379.96,186580103.37,101067723.41
0,133988,002113.XSHE,2018-09-30,2018-10-27,2018-09-30,148906668.26,,,,,,,,,,,164861.0,31072482.69,180144011.95,134136464.88,,,,,,9157940.02,5882312.56,165073706.47,314250423.93,-134106411.98,,,,,60397034.25,60397034.25,787618.35,,,0.0,29855313.06,30642931.41,29754102.84,,,6000000.0,,0.0,6000000.0,1000000.0,140070.0,,,200640070.0,-194640070.0,-84535.48,-299076914.62,337999887.98,38922973.36
0,141974,002113.XSHE,2019-03-31,2019-04-26,2019-03-31,140680873.91,,,,,,,,,,,,7299292.34,147980166.25,117094383.67,,,,,,7928932.16,8092589.85,5770105.5,138886011.18,9094155.07,,,6060000.0,,,6060000.0,12553205.6,,,4375000.0,,16928205.6,-10868205.6,,,,,,,7600000.0,203873.75,,,7803873.75,-7803873.75,-3061.56,-9580985.84,106591826.21,97010840.37
0,147655,002113.XSHE,2019-06-30,2019-08-26,2019-06-30,166799806.38,,,,,,,,,,,,5596152.15,172395958.53,160009419.18,,,,,,9408183.32,5163427.11,18360744.18,192941773.79,-20545815.26,,,0.0,,,0.0,1585508.08,,,0.0,,3585508.08,-3585508.08,,,,,,,4800000.0,16182.0,,,4816182.0,-4816182.0,-637.23,-28948142.57,97010840.37,68062697.8
0,152785,002113.XSHE,2019-09-30,2019-10-23,2019-09-30,219372274.78,,,,,,,,,,,,428623.25,219800898.03,206971452.23,,,,,,7961995.54,2186199.31,4341203.52,221460850.6,-1659952.57,,,0.0,,,0.0,14411233.42,0.0,,51775000.0,,66186233.42,-66186233.42,,,,,,,25500000.0,117419.78,,,48785735.0,53214265.0,-2824.88,-14634745.87,68062697.8,53427951.93
0,171561,002113.XSHE,2020-03-31,2020-04-28,2020-03-31,151211799.32,,,,,,,,,,,,967120.48,152178919.8,160184635.09,,,,,,7615478.31,9405237.9,22654286.21,199859637.51,-47680717.71,,,10000000.0,,,10000000.0,1905183.22,,,,,1905183.22,8094816.78,,,,,,,12000000.0,187764.17,,,12187764.17,-12187764.17,51592.33,-51722072.77,110695801.83,58973729.06
0,222793,002113.XSHE,2020-12-31,2021-04-30,2020-12-31,238332751.65,,,,,,,,,,,-11370.81,-6059211.11,232262169.73,170800326.73,,,,,,8959684.39,2368786.13,6087607.63,188216404.88,44045764.85,,,3500000.0,,-628302.18,2871697.82,9630622.73,,,,,9630622.73,-6758924.91,,,0.0,,,0.0,23500000.0,50510.66,,,-10967083.26,10967083.26,-10565.68,48243357.52,69515635.73,117758993.25
0,26949,002114.XSHE,2015-06-30,2015-07-31,2015-06-30,250484848.0,,,,,,,,,,,,2739102.0,253223952.0,271665568.0,,,,,,28319524.0,19177790.0,8404377.0,327567232.0,-74343296.0,,,25146.4395,,,25146.4395,10332047.0,,,,0.0,10332047.0,-10306900.0,,,225062240.0,,0.0,225062240.0,144000000.0,7728933.5,,10450000.0,162178928.0,62883308.0,,-21766892.0,0.0,-21766892.0
0,26948,002114.XSHE,2015-09-30,2015-10-28,2015-09-30,277167936.0,,,,,,,,,,,,37740868.0,314908800.0,195930496.0,,,,,,23860242.0,17932908.0,70982808.0,308706464.0,6202344.0,,,0.0,,,0.0,18058876.0,18500000.0,,,0.0,36558876.0,-36558876.0,,,276987616.0,,0.0,276987616.0,232000000.0,7002275.5,,86600000.0,325602272.0,-48614648.0,,-78971184.0,0.0,-78971184.0
0,102923,002114.XSHE,2017-03-31,2017-04-26,2017-03-31,312994400.0,,,,,,,,,,,,12250440.0,325244832.0,391933472.0,,,,,,36888256.0,22289282.0,9296261.0,460407296.0,-135162448.0,,,,,,,41580832.0,460087904.0,,,,501668736.0,-501668736.0,858552576.0,,186000000.0,,,1044552576.0,426480000.0,6001317.0,,3371554.5,435852864.0,608699712.0,,-28131476.0,97932408.0,69800936.0
0,127931,002114.XSHE,2018-06-30,2018-08-17,2018-06-30,324402756.39,,,,,,,,,,,,3335803.02,327738559.41,149901748.35,,,,,,35037636.9,27381927.3,3753028.42,216074340.97,111664218.44,,,1051.0,700000.0,15599619.58,16300670.58,12083371.98,500000.0,,,,12583371.98,3717298.6,,,70000000.0,,0.0,70000000.0,209420683.46,3372386.43,,-6230000.0,206563069.89,-136563069.89,,-21181552.85,60469117.42,39287564.57
0,132453,002114.XSHE,2018-09-30,2018-10-19,2018-09-30,221399893.05,,,,,,,,,,,,7104528.06,228504421.11,98189913.23,,,,,,33070912.61,14569357.6,13566089.98,159396273.42,69108147.69,,,3356695.92,0.0,0.0,3356695.92,41002778.02,0.0,,,,36377778.02,-33021082.1,,,28770000.0,,0.0,28770000.0,60000000.0,1778379.17,,,70778379.17,-42008379.17,,-5921313.58,39287564.57,33366250.99
0,137946,002114.XSHE,2018-12-31,2019-04-08,2018-12-31,349732420.6,,,,,,,,,,,,-6483057.16,343249363.44,268561386.98,,,,,,43865349.62,8408601.14,527355.33,321362693.07,21886670.37,,,33542.4,,0.0,4658542.4,33675437.47,1500000.0,,,,39800437.47,-35141895.07,,,69697500.0,,0.0,69697500.0,20000000.0,3884045.83,,22700000.0,46584045.83,23113454.17,,9858229.47,33366250.99,43224480.46
0,118729,002115.XSHE,2017-12-31,2018-04-17,2017-12-31,531513140.53,,,,,,,,,,,1869764.82,-5284663.29,528098242.06,391943817.86,,,,,,34038025.42,10347587.65,58992580.66,495322011.59,32776230.47,877116.69,2594503.74,657495.05,-1147.0,511598548.19,515726516.67,38617688.34,-249036204.71,,221945536.41,400009159.47,411536179.51,104190337.16,29384400.0,18000.0,100000000.0,,23250000.0,152634400.0,10421351.41,1765818.81,,1896231.57,14083401.79,138550998.21,-4885627.34,270631938.5,302035611.69,572667550.19
0,144142,002118.XSHE,2018-12-31,2019-04-30,2018-12-31,265553178.53,,,,,,,,,,,,26103967.11,285964647.04,627295328.23,,,,,,42036495.57,30601039.11,86769574.81,786702437.72,-500737790.68,,0.0,-101544.8,6899.0,,-94645.8,18653168.64,,,,,20074145.22,-20168791.02,0.0,0.0,1559398888.89,,,1558848888.89,852289894.44,56070300.09,,21917053.53,930277248.06,628571640.83,2723622.57,110388681.7,24734826.83,130109720.93
0,149024,002118.XSHE,2019-06-30,2019-08-30,2019-06-30,171872348.6,,,,,,,,,,,3042315.3,48745693.35,223660357.25,34274238.79,,,,,,42902156.57,40297050.52,197853767.55,315327213.43,-91666856.18,,,,,,,-6591956.93,,,,,-6591956.93,15411956.93,,,1623500000.0,,,1619729850.0,1377382002.1,85975577.29,,57361369.93,1520718949.32,99010900.68,65694.9,22821696.33,25235819.91,48057516.24
0,190145,002118.XSHE,2020-06-30,2020-08-28,2020-06-30,164534172.47,,,,,,,,,,,14086.74,15260196.11,179808455.32,108963122.05,,,,,,16095862.87,92308.23,9519344.94,134670638.09,45137817.23,,,,,,,19129581.32,,,,,19129581.32,-10852481.32,,,1245120000.0,,,1245120000.0,1223958505.07,58263921.92,,,1283922426.99,-38802426.99,-198224.14,-4715315.22,18628743.49,13913428.27
0,193937,002118.XSHE,2020-09-30,2020-10-28,2020-09-30,110578014.84,,,,,,,,,,,2311854.0,54425217.89,167315086.73,110084789.67,,,,,,13427217.06,-82810.75,36379046.61,159808242.59,7506844.14,,1865296.28,240000.0,,,3044827.56,3773027.0,,,,,3773027.0,-728199.44,,,110000000.0,,,110000000.0,110215805.88,7848696.44,,2751043.34,120815545.66,-10815545.66,-13484.92,-4050385.88,13913428.27,9863042.39
0,106415,002121.XSHE,2017-06-30,2017-08-17,2017-06-30,981690688.0,,,,,,,,,,,13883513.0,7238047.0,1002812288.0,567708864.0,,,,,,104166296.0,34619788.0,272391520.0,978886464.0,23925796.0,-109639376.0,3252213.0,13486.0,174223984.0,21360000.0,89210304.0,707823296.0,187358464.0,,32724646.0,20100000.0,948006400.0,-858796096.0,10656465.0,10656465.0,718000000.0,,3580853.25,732237312.0,512515360.0,85640040.0,,56659196.0,654814592.0,77422720.0,,-757447552.0,2517705728.0,1756924288.0
0,127427,002121.XSHE,2018-06-30,2018-08-06,2018-06-30,904175374.11,,,,,,,,,,,20307589.92,5826202.18,930309166.21,652685382.86,,,,,,113505149.62,85428031.07,89265730.4,940884293.95,-10575127.74,115060000.0,0.0,1462010.0,690938.65,220000000.0,337212948.65,268001692.77,99727169.11,,1084343.75,,368813205.63,-31600256.98,30020000.0,30020000.0,2213000000.0,,-187068347.16,2055951652.84,1768132631.58,180670818.89,,68921846.76,2017725297.23,38226355.61,,-3949029.11,1050031164.42,1158563890.84
0,139973,002121.XSHE,2018-12-31,2019-04-23,2018-12-31,1515804149.22,,,,,,,,,,,39760780.28,61110030.85,1616674960.35,823509126.13,,,,,,188828950.15,45070918.83,298812583.19,1356221578.3,260453382.05,38572222.0,4694838.75,857270.0,31672687.01,-200000000.0,-124202982.24,441789880.33,7317761.54,,,,442313565.48,-566516547.72,4000000.0,4000000.0,1277990000.0,,621119508.86,1903109508.86,1187259245.99,134608657.59,,200379709.84,1522247613.42,380861895.44,,77253456.07,875685211.11,952938667.18
0,145957,002121.XSHE,2019-06-30,2019-07-30,2019-06-30,671621746.7,,,,,,,,,,,13913219.0,-6350126.17,679184839.53,382403323.44,,,,,,113849090.54,36117146.89,62171025.85,594540586.72,84644252.81,104782610.32,14404562.68,4401520.0,96130933.15,,219719626.15,106422224.74,0.0,,,60000000.0,166422224.74,53297401.41,0.0,,2308840000.0,,-877396.26,2307962603.74,1698682603.35,99232075.02,,786348298.11,2584262976.48,-276300372.74,,-138700414.7,435771457.58,297071042.88
0,173279,002121.XSHE,2019-12-31,2020-04-29,2019-12-31,1080386670.06,,,,,,,,,,,12923066.44,-57053588.99,1036256147.51,620482293.57,,,,,,118770811.1,37750849.53,243547335.42,1020551289.62,15704857.89,-31052360.32,-112185525.0,8195221.4,148634749.13,,121772587.41,90200852.39,2500000.0,,,-197802588.92,-105101736.53,226874323.94,1488000.0,,1794139000.0,,886100000.0,2681727000.0,1372632631.58,88518181.09,,1200639002.17,2661789814.84,19937185.16,2363592.97,264879959.96,367856327.02,632736286.98
0,193652,002121.XSHE,2020-09-30,2020-10-27,2020-09-30,829836916.72,,,,,,,,,,,7695282.29,27120559.97,864652758.98,454049743.08,,,,,,114295606.39,70474076.76,145638029.92,784457456.15,80195302.83,0.0,392838.91,326174400.0,487770332.27,-21849.77,814315721.41,103290303.35,916347.87,,,,102559960.38,711755761.03,,,367443882.22,,118450050.36,485893932.58,952752631.58,94503285.48,,88976126.75,1136232043.81,-650338111.23,-5026565.05,136586387.58,428064768.68,564651156.26
0,108208,002122.XSHE,2017-06-30,2017-08-29,2017-06-30,70030000.0,,,,,,,,,,,275946.4062,103630520.0,173936464.0,12312869.0,,,,,,80340160.0,27865134.0,144617616.0,265135776.0,-91199312.0,,,229460.6406,362679104.0,,362908576.0,13598018.0,414552960.0,,,,428150976.0,-65242404.0,,,770000000.0,,,770000000.0,707000000.0,5353590.5,,,712353600.0,57646408.0,-21266726.0,-120062032.0,296738496.0,176676448.0
0,126438,002122.XSHE,2017-12-31,2018-04-28,2017-12-31,1243254348.26,,,,,,,,,,,8592763.34,-84537637.54,1167309474.06,1607737187.66,,,,,,69947273.12,58232123.78,104297370.33,1840213954.89,-672904480.83,10760000.0,-280389.99,24631064.37,525221231.55,211303000.0,771634905.93,112385177.58,1661800229.25,,,388158903.0,2162344309.83,-1390709403.9,-749290000.0,910000.0,990900000.0,,2341180000.0,2582790000.0,380001723.52,48730252.07,,710000000.0,1138731975.59,1444058024.41,7802018.64,-611753841.68,946240536.03,334486694.0
0,148683,002122.XSHE,2019-06-30,2019-08-29,2019-06-30,375363142.08,,,,,,,,,,,5667929.91,12384125.4,393415197.39,232281327.74,,,,,,60532106.83,17271850.48,81140772.1,391226057.15,2189140.24,34199750.0,,1875000.0,,,654994917.31,39548492.14,35177000.0,,,,74725492.14,580269425.17,,,0.0,,,0.0,174521363.34,39720513.36,,0.0,214241876.7,-214241876.7,91886.6,368308575.31,41623005.72,409931581.03
0,173299,002122.XSHE,2019-12-31,2020-04-29,2019-12-31,287963393.48,,,,,,,,,,,9546551.88,-121504209.05,176005736.31,167630011.67,,,,,,69679228.15,12919031.7,-119612950.55,130615320.97,45390415.34,-50913921.49,498000.0,1255245.61,,82833147.41,46671599.76,13241986.06,121130641.4,,,,184833846.06,-138162246.3,,,3199613.0,,137627395.93,140827008.93,-177510010.35,-38142772.98,,243745920.2,28093136.87,112733872.06,672418.4,20634459.5,207832640.23,228467099.73
0,172900,002122.XSHE,2020-03-31,2020-04-29,2020-03-31,101679975.88,,,,,,,,,,,,26598723.13,128278699.01,69671463.75,,,,,,39910909.36,11267043.61,24833185.57,145682602.29,-17403903.28,10400000.0,,22891200.0,,,33291200.0,79722.64,47000000.0,,,,47079722.64,-13788522.64,,,30000000.0,,,30000000.0,3000000.0,4687126.16,,252904.17,7940030.33,22059969.67,-10653.53,-9143109.78,228467099.73,219323989.95
0,94173,002123.XSHE,2016-06-30,2016-08-22,2016-06-30,689665088.0,,,,,,,,,,,22292688.0,4444091.0,716401920.0,627649088.0,,,,,,46518588.0,21646102.0,52768712.0,748582528.0,-32180618.0,-4669000.0,400000.0,-122821.2969,88538008.0,17507496.0,101653688.0,6610572.5,-7519088.0,,24131064.0,,23222548.0,78431136.0,4520000.0,,149893600.0,,16151877.0,170565472.0,84500000.0,11048603.0,,0.0,95548600.0,75016872.0,30338.3008,121297736.0,0.0,121297736.0
0,106722,002123.XSHE,2017-06-30,2017-08-19,2017-06-30,770404992.0,,,,,,,,,,,7801348.0,28240514.0,806446848.0,586665152.0,,,,,,46347252.0,19498986.0,100492488.0,753003904.0,53442964.0,5000000.0,,1702235.0,39159144.0,30099946.0,75961328.0,6729227.0,,,37053848.0,30000000.0,73783072.0,2178250.75,4484000.0,,89496288.0,,,93980288.0,128000000.0,5988463.0,,21910000.0,155898464.0,-61918176.0,-962606.5625,-7259564.5,611737792.0,604478208.0
0,125264,002123.XSHE,2018-03-31,2018-04-27,2018-03-31,667305101.93,,,,,,,,,,,36415422.73,21822092.3,725542616.96,553959113.65,,,,,,78684360.26,33099235.61,55465615.01,721208324.53,4334292.43,300000.0,,700.0,,,300700.0,6468629.89,,,,,6468629.89,-6167929.89,,,377963664.79,,,377963664.79,274358785.0,21789936.1,,205903448.94,502052170.04,-124088505.25,-712936.01,-126635078.72,360925322.49,234290243.77
0,102649,002124.XSHE,2017-03-31,2017-04-25,2017-03-31,558323904.0,,,,,,,,,,,,44988016.0,603311936.0,444851584.0,,,,,,75791216.0,7356702.0,141186816.0,669186304.0,-65874404.0,,,,,,,150823168.0,6700000.0,,,,157523168.0,-157523168.0,1466699520.0,,230015216.0,,,1696714752.0,,3757754.0,,350000.0,4107754.0,1692606976.0,-76891.5469,1469132544.0,161229840.0,1630362368.0
0,134573,002124.XSHE,2018-09-30,2018-10-30,2018-09-30,1167788824.3,,,,,,,,,,,,201970106.23,1369758930.53,930605046.22,,,,,,99306020.37,11732497.93,156620594.62,1198264159.14,171494771.39,1625652.5,,217669.82,41088000.0,,42460884.82,444180252.19,100350000.0,,,,544530252.19,-502069367.37,,,286528584.0,,,346708584.0,255000000.0,62718133.09,,,317718133.09,28990450.91,389345.17,-301194799.9,687044457.76,385849657.86
0,140145,002124.XSHE,2019-03-31,2019-04-24,2019-03-31,1231017702.45,,,,,,,,,,,,206598476.87,1437616179.32,957851458.08,,,,,,147775650.55,16356440.59,360538369.87,1482521919.09,-44905739.77,16579000.0,,90946.0,,,16669946.0,230875111.01,,,,,230875111.01,-214205165.01,300000.0,,934570000.0,,195173333.33,1130043333.33,784502666.34,21054387.15,,28396101.72,833953155.21,296090178.12,-535892.2,36443381.14,431910079.82,468353460.96
0,172887,002124.XSHE,2020-03-31,2020-04-29,2020-03-31,1977962970.79,,,,,,,,,,,124103.4,149705977.49,2127793051.68,1192411705.27,,,,,,163026222.67,29876832.28,327241695.7,1712556455.92,415236595.76,131785.6,,92941.99,,,224727.59,452320614.47,362109.6,,,,452682724.07,-452457996.48,,,966997601.92,,,966997601.92,662948896.76,23688585.84,,38812577.61,725450060.21,241547541.71,62394.89,204388535.88,763473370.95,967861906.83
0,27363,002125.XSHE,2015-03-31,2015-04-28,2015-03-31,224598432.0,,,,,,,,,,,,6195445.5,230793872.0,85327304.0,,,,,,26910934.0,11219624.0,69718584.0,193176448.0,37617432.0,,216986.2969,,,21006020.0,21223006.0,109269352.0,,,,,109269352.0,-88046344.0,,,100258040.0,,197131072.0,297389120.0,98288656.0,6861355.0,,115251728.0,220401744.0,76987368.0,,26558456.0,49225648.0,75784104.0
0,105639,002127.XSHE,2017-03-31,2017-04-29,2017-03-31,99041376.0,,,,,,,,,,,,34375060.0,133416440.0,13282613.0,,,,,,22083438.0,61406996.0,30119152.0,126892200.0,6524239.0,831320000.0,3413331.5,,393373.625,,835126720.0,414070.0,623139968.0,,40000000.0,,663554048.0,171572640.0,,,,,,,,,,,,,-14554.5498,178082320.0,473632224.0,651714560.0
0,152533,002127.XSHE,2019-09-30,2019-10-18,2019-09-30,1014728157.73,,,,,,,,,,,,22987450.28,1037715608.01,798752917.41,,,,,,30840519.56,33298768.84,33042304.98,895934510.79,141781097.22,1310000000.0,9704015.67,1103.97,,730003.78,1320435123.42,3446970.58,1985000000.0,,0.0,0.0,1988446970.58,-668011847.16,,,50000000.0,,,50000000.0,0.0,1701592.78,,248541.55,1950134.33,48049865.67,121036.88,-478059847.39,793985583.85,315925736.46
