,id,code,statDate,pubDate,statDate.1,goods_sale_and_service_render_cash,net_deposit_increase,net_borrowing_from_central_bank,net_borrowing_from_finance_co,net_original_insurance_cash,net_cash_received_from_reinsurance_business,net_insurer_deposit_investment,net_deal_trading_assets,interest_and_commission_cashin,net_increase_in_placements,net_buyback,tax_levy_refund,other_cashin_related_operate,subtotal_operate_cash_inflow,goods_and_services_cash_paid,net_loan_and_advance_increase,net_deposit_in_cb_and_ib,original_compensation_paid,handling_charges_and_commission,policy_dividend_cash_paid,staff_behalf_paid,tax_payments,other_operate_cash_paid,subtotal_operate_cash_outflow,net_operate_cash_flow,invest_withdrawal_cash,invest_proceeds,fix_intan_other_asset_dispo_cash,net_cash_deal_subcompany,other_cash_from_invest_act,subtotal_invest_cash_inflow,fix_intan_other_asset_acqui_cash,invest_cash_paid,impawned_loan_net_increase,net_cash_from_sub_company,other_cash_to_invest_act,subtotal_invest_cash_outflow,net_invest_cash_flow,cash_from_invest,cash_from_mino_s_invest_sub,cash_from_borrowing,cash_from_bonds_issue,other_finance_act_cash,subtotal_finance_cash_inflow,borrowing_repayment,dividend_interest_payment,proceeds_from_sub_to_mino_s,other_finance_act_payment,subtotal_finance_cash_outflow,net_finance_cash_flow,exchange_rate_change_effect,cash_equivalent_increase,cash_equivalents_at_beginning,cash_and_equivalents_at_end
0,96260,000002.XSHE,2016-06-30,2016-08-22,2016-06-30,79831351296.0,,,,,,,,,,,,-758992896.0,79072362496.0,31158827008.0,,,,,,1616588160.0,11740691456.0,-1967087360.0,42549018624.0,36523343872.0,1831246.75,46285964.0,199183840.0,93286112.0,-3095805952.0,-2755218944.0,668459712.0,7496955904.0,,2881832704.0,3567596544.0,14614845440.0,-17370064896.0,857526720.0,1672826240.0,7576199680.0,3043047424.0,,11476773888.0,7886791680.0,1604260864.0,707531840.0,,9861482496.0,1615291776.0,88557960.0,20857128960.0,-176689.0469,20856950784.0
0,135869,000004.XSHE,2018-09-30,2018-10-31,2018-09-30,101567462.46,,,,,,,,,,,,5072875.78,106645005.79,9729429.61,,,,,,4764043.31,13197830.97,85859591.09,113550894.98,-6905889.19,,,,,,,785652.75,,,,,785652.75,-785652.75,0.0,,,,,0.0,,,,,,0.0,,-7691541.94,124859596.5,122886713.96
0,142616,000004.XSHE,2018-12-31,2019-04-26,2018-12-31,115159470.33,,,,,,,,,,,,1266884.29,116421687.07,20013127.65,,,,,,6719536.17,14438437.84,126129263.86,167300365.52,-50878678.45,,,,,,,16040436.19,,,,,54182629.79,-17286079.79,0.0,0.0,,,,0.0,,,,,,0.0,,-68164758.24,122886713.96,49003296.32
0,142,000005.XSHE,2016-03-31,2016-04-27,2016-03-31,16824370.0,,,,,,,,,,,,24440958.0,41265328.0,27035892.0,,,,,,7960376.0,5820186.5,35742964.0,76559416.0,-35294088.0,,,,,,,,,,,,,,,,30095400.0,,,30095400.0,45000000.0,815984.0,,,45815984.0,-15720584.0,,-51014672.0,127122912.0,76108240.0
0,240,000007.XSHE,2015-03-31,2015-04-30,2015-03-31,28467748.0,,,,,,,,,,,,56070140.0,84537888.0,9090966.0,,,,,,9978794.0,3339338.0,78623608.0,101032704.0,-16494816.0,,,,,,,4420.0,,,,,4420.0,-4420.0,,,,,,,55000000.0,358247.9375,,,55358248.0,-55358248.0,-47120.6094,-71904608.0,74720928.0,2816326.75
0,239,000007.XSHE,2015-06-30,2015-08-31,2015-06-30,31006990.0,,,,,,,,,,,,79870944.0,110877936.0,7499206.5,,,,,,7564880.0,2809430.25,12997719.0,30871236.0,80006696.0,,,,,,,13250.0,,,,143128.8281,156378.8281,-156378.8281,,,,,,,80000000.0,336000.0,,,80336000.0,-80336000.0,8588.46,-477092.8438,-262528.0312,-739620.875
0,237,000007.XSHE,2015-12-31,2016-04-23,2015-12-31,-7241522.0,,,,,,,,,,,301815.5625,263505888.0,256566176.0,-37029432.0,,,,,,2348041.75,798965.0,102135224.0,68252800.0,188313376.0,,,8476.0,13075371.0,,13083847.0,5700.0,,,,-1924629.375,-1918929.375,15002776.0,,,-30000000.0,,,-30000000.0,-45000000.0,470023.375,,,-44529976.0,14529977.0,3462.3101,217849584.0,0.0,217849584.0
0,236,000007.XSHE,2016-03-31,2016-04-30,2016-03-31,8350466.5,,,,,,,,,,,,51754704.0,60105172.0,785556.5625,,,,,,2838892.5,2128545.75,61297260.0,67050256.0,-6945085.5,,3429230.5,,,,3429230.5,574448.875,193779200.0,,,,194353664.0,-190924432.0,,,,,,,,,,,,,-1053.42,-197870560.0,218636320.0,20765754.0
0,96263,000007.XSHE,2016-06-30,2016-08-30,2016-06-30,8616350.0,,,,,,,,,,,,-29504292.0,-20887942.0,4335126.5,,,,,,9347949.0,5087888.5,-38388744.0,-19617782.0,-1270160.625,24000000.0,2231649.5,,,,26231650.0,147901.5469,-21935598.0,,,10000000.0,-11787697.0,38019348.0,,,,,,,15000000.0,633333.3125,,525000.0,16158333.0,-16158333.0,2790.5901,20593642.0,,20593642.0
0,101511,000007.XSHE,2016-12-31,2017-04-19,2016-12-31,14109901.0,,,,,,,,,,,,604836.75,14714738.0,4359501.0,,,,,,4186487.0,2518585.0,-4053568.75,7011004.0,7703734.0,-22050000.0,38354040.0,,60212356.0,22102.8496,76538496.0,-28783.3105,56590152.0,,,-10000000.0,46561368.0,29977130.0,,,,,,,-15000000.0,-38000.0,,14475000.0,-563000.0,563000.0,-8746.5703,38235116.0,,38235116.0
0,144731,000007.XSHE,2018-12-31,2019-04-30,2018-12-31,12507405.34,,,,,,,,,,,,406480.07,12913885.41,3892873.0,,,,,,2881863.18,793905.77,6065719.06,13634361.01,-720475.6,,383700.84,,2894052.63,-2885531.58,392221.89,44246.28,-64175993.32,,,,520186.28,-127964.39,,,,,,,,,,,,,,-848439.99,7466652.68,6618212.69
0,144507,000007.XSHE,2019-03-31,2019-04-30,2019-03-31,9810170.74,,,,,,,,,,,,15419727.0,25229897.74,766610.44,,,,,,3063265.11,796039.21,6536851.42,11162766.18,14067131.56,,,,,,,,9992963.2,,,,9992963.2,-9992963.2,,,,,,,,,,,,,,4074168.36,6618212.69,10692381.05
0,149471,000007.XSHE,2019-06-30,2019-08-31,2019-06-30,11408635.05,,,,,,,,,,,,-1837955.17,9570679.88,2188059.1,,,,,,5005535.89,1087304.02,-115743.73,8165155.28,1405524.6,,,,,,,,889935.75,,,,895905.75,448685.36,,,,,,,,,,,,,,1854209.96,10692381.05,12546591.01
0,196184,000007.XSHE,2020-09-30,2020-10-31,2020-09-30,13882766.19,,,,,,,,,,,,1067999.09,14950765.28,2158537.94,,,,,,4070575.65,874963.54,7553919.46,14657996.59,292768.69,,,0.0,,0.0,0.0,32681.34,-2165655.35,,,,-2132974.01,2132974.01,,,,,,,,,,,,,,2425742.7,17674513.07,20100255.77
0,221051,000007.XSHE,2020-12-31,2021-04-29,2020-12-31,10533126.32,,,,,,,,,,,,-763622.76,9769503.56,2496054.54,,,,,,3234164.71,1668988.37,-2694078.63,4705128.99,5064374.57,,,12500000.0,,0.0,219918819.82,149780.41,193888944.52,,,,194038724.93,25880094.89,,,,,,,,,,,,,,30944469.46,20100255.77,51044725.23
0,283,000008.XSHE,2016-03-31,2016-04-30,2016-03-31,287084992.0,,,,,,,,,,,16732529.0,346058336.0,649875840.0,158129408.0,,,,,,103697688.0,54268460.0,308051872.0,624147456.0,25728424.0,173615952.0,450904.625,20.0,,,174066880.0,9059689.0,139800000.0,,1593113088.0,,1741972864.0,-1567905920.0,2177177344.0,,30000000.0,,,2207177216.0,26254238.0,1386364.625,,12439682.0,40080284.0,2167097088.0,104351.3906,625023872.0,414650976.0,1039674816.0
0,129173,000008.XSHE,2018-06-30,2018-08-25,2018-06-30,399848442.91,,,,,,,,,,,3987481.22,256229758.59,660065682.72,587387844.45,,,,,,114629109.96,91883672.96,336741030.91,1130641658.28,-470575975.56,1468632755.79,28108191.25,1883000.0,,0.0,1498623947.04,6047919.96,893985767.82,,12148690.64,-64227504.49,847954873.93,650669073.11,,,662009400.0,,,662009400.0,438809797.37,152109207.12,,0.0,590919004.49,71090395.51,538255.56,251721748.62,722370478.76,901115650.94
0,330,000009.XSHE,2016-03-31,2016-04-29,2016-03-31,1348500224.0,,,,,,,,5343636.5,,,8182927.0,684496000.0,2046522752.0,866273024.0,4647782.5,,,,,178695664.0,153781344.0,759005632.0,1962403456.0,84119344.0,478923488.0,14885342.0,8532635.0,,,502341472.0,161780080.0,1260111872.0,,,,1421891968.0,-919550464.0,97240200.0,97240200.0,1115112576.0,1000000000.0,,2212352768.0,1562181248.0,139065168.0,,14939500.0,1716185984.0,496166880.0,-1131516.75,-340395776.0,3629441792.0,3289046016.0
0,126208,000009.XSHE,2018-03-31,2018-04-28,2018-03-31,1802654988.78,,,,,,,,13195205.45,,,4155773.46,551164647.91,2371170615.6,924861549.01,726538.75,,,2352624.34,,282949360.08,270341770.84,789176282.79,2270408125.81,100762489.79,882777506.56,3193482.96,590995.12,,6321859.11,892883843.75,359299922.03,849720424.75,,,,1209020346.78,-316136503.03,27185500.0,27185500.0,1741059992.98,,,1768245492.98,1823997748.86,145887972.11,,,1969885720.97,-201640227.99,-15330309.44,-432344550.67,3717560727.35,3285216176.68
0,378,000010.XSHE,2015-12-31,2016-04-27,2015-12-31,77775080.0,,,,,,,,,,,,264257616.0,342032704.0,227155424.0,,,,,,-93989736.0,8458109.0,267403552.0,409027328.0,-66994644.0,,,22689534.0,0.0,,22689534.0,2070316.0,6000000.0,,421036704.0,,429107008.0,-406417504.0,813400000.0,,970600000.0,,3080856.75,1787080832.0,225965040.0,14374253.0,,161859008.0,402198304.0,1384882560.0,,911470400.0,0.0,911470400.0
0,377,000010.XSHE,2016-03-31,2016-04-29,2016-03-31,191471680.0,,,,,,,,,,,,595078592.0,786550272.0,283307584.0,,,,,,24269400.0,14369031.0,494724960.0,816670976.0,-30120720.0,6000000.0,68054.7891,,,,6068055.0,4055577.0,,,,,4055577.0,2012477.75,,,169500000.0,,4466000.0,173966000.0,733100032.0,43889480.0,,,776989504.0,-603023488.0,,-631131712.0,1095513984.0,464382240.0
0,102179,000010.XSHE,2016-12-31,2017-04-22,2016-12-31,250198112.0,,,,,,,,,,,,-183718592.0,66479512.0,47415904.0,,,,,,24198194.0,4541764.5,-115541192.0,-39385336.0,105864848.0,,,15000.0,,,15000.0,6891450.5,,,,,6891450.5,-6876450.5,,,131000000.0,,-15000000.0,116000000.0,72500000.0,8205919.0,,219332240.0,300038176.0,-184038160.0,,-85049768.0,,-85049768.0
0,108417,000010.XSHE,2017-06-30,2017-08-29,2017-06-30,-30706526.0,,,,,,,,,,,2536512.75,-132546056.0,-160716064.0,-12519339.0,,,,,,11550918.0,31363186.0,-8116583.0,22278180.0,-182994256.0,,,,,,,708469.4375,50000000.0,,,,50708468.0,-50708468.0,19800000.0,,258150000.0,,279867296.0,557817280.0,73500000.0,7692579.0,,244040000.0,325232576.0,232584736.0,,-1117987.25,137290944.0,136172960.0
0,125234,000010.XSHE,2018-03-31,2018-04-27,2018-03-31,223262080.5,,,,,,,,,,,,77282900.34,300544980.84,234759632.83,,,,,,23260514.14,16530063.41,109314738.2,383864948.58,-83319967.74,,3567.12,,,,3567.12,100987.0,,,,,100987.0,-97419.88,,,138000000.0,,30000000.0,168000000.0,131000000.0,7741762.93,,46777000.0,185518762.93,-17518762.93,,-100936150.55,166696058.8,65759908.25
0,146112,000010.XSHE,2019-06-30,2019-08-02,2019-06-30,194226345.27,,,,,,,,,,,3793.48,5648889.08,199879027.83,110225648.23,,,,,,2752669.92,33960164.9,100855486.24,247793969.29,-47914941.46,,,,,,,300147.0,,,,,300147.0,-294509.89,,,226300000.0,,,226300000.0,7000000.0,3608235.03,,,10608235.03,215691764.97,,167482313.62,11628774.53,179105707.33
0,158607,000010.XSHE,2019-09-30,2019-10-31,2019-09-30,229640467.15,,,,,,,,,,,11217809.41,71754829.73,312613106.29,156569868.06,,,,,,16724660.44,2713956.03,123070465.74,299078950.27,13534156.02,,,,,119994362.89,119994362.89,141904.95,,,,,212251904.95,-92257542.06,,,-75300000.0,,,7000000.0,13754793.33,3535708.64,,,17290501.97,-10290501.97,,-89013888.01,179105707.33,90091819.32
0,174291,000010.XSHE,2020-03-31,2020-04-30,2020-03-31,207710789.5,,,,,,,,,,,427.45,17217963.18,224929180.13,357055939.44,,,,,,11007169.95,5319648.84,27017014.76,400399772.99,-175470592.86,,,1000.0,6270000.0,,6271000.0,18093.0,,,,,18093.0,6252907.0,,,,,154782418.75,154782418.75,12618924.6,2986677.68,,37165060.0,52770662.28,102011756.47,,-67205929.39,80937721.51,13731792.12
0,189008,000010.XSHE,2020-06-30,2020-08-25,2020-06-30,75419033.37,,,,,,,,,,,23453.47,627650852.38,703093339.22,131087318.73,,,,,,13136359.28,2335464.38,469961125.24,616520267.63,86573071.59,,,0.0,38068900.0,,38068900.0,384623.16,,,,,384623.16,37684276.84,,,,,28000000.0,96329099.19,30242754.33,20678870.4,,28384940.0,79306564.73,17022534.46,,141279882.89,13731792.12,153876868.94
0,195460,000010.XSHE,2020-09-30,2020-10-30,2020-09-30,208941895.79,,,,,,,,,,,1350702.64,-144884610.13,65407988.3,182218516.15,,,,,,19080410.93,83352078.56,61315864.12,345966869.76,-280558881.46,,,0.0,0.0,,0.0,371673.28,,,,,1841673.28,-1841673.28,,,54313659.05,,101410000.0,155723659.05,7500000.0,-10184903.76,,10350000.0,7665096.24,148058562.81,,-134341991.93,153876868.94,19534877.01
0,119885,000012.XSHE,2017-12-31,2018-04-23,2017-12-31,3443215015.0,,,,,,,,,,,10762313.0,-31985814.0,3421991514.0,2036084541.0,,,,,,301398848.0,235530076.0,173630585.0,2746644050.0,675347464.0,,,2846676.0,,161962661.0,164809337.0,152373336.0,,,,163332513.0,315705849.0,-150896512.0,417349879.0,,1082648300.0,,436723506.0,1936721685.0,1329350000.0,90168469.0,2488500.0,392251361.0,1811769830.0,124951855.0,-1295306.0,648107501.0,1811645664.0,2459753165.0
0,153798,000012.XSHE,2019-09-30,2019-10-28,2019-09-30,3160962061.0,,,,,,,,,,,11115934.0,32940546.0,3205018541.0,1846771976.0,,,,,,293020561.0,167169858.0,157648811.0,2464611206.0,740407335.0,,,159110.0,,117557.0,276667.0,175185560.0,,,,9252041.0,184437601.0,-184160934.0,,,1027200432.0,,-154376.0,1027046056.0,767509490.0,111192975.0,,738117144.0,1616819609.0,-589773553.0,1630966.0,-31896186.0,1744240866.0,1712344680.0
0,125724,000016.XSHE,2018-03-31,2018-04-28,2018-03-31,5754785966.74,,,,,,,,,,,168573547.32,172592473.35,6095951987.41,6072157862.54,,,,,,481603150.56,201309910.91,360246580.12,7115317504.13,-1019365516.72,37303231.61,27461877.6,26132.0,,420950000.0,485741241.21,87522934.0,8378256.0,,,623480000.0,719381190.0,-233639948.79,26400000.0,26400000.0,2430850602.39,,,2457250602.39,2184187298.05,86485560.15,672569.18,,2270672858.2,186577744.19,-42957026.83,-1109384748.15,3097899703.76,1988514955.61
0,173574,000016.XSHE,2020-03-31,2020-04-30,2020-03-31,8499871584.58,,,,,,,,,,,61099379.53,517064976.0,9078035940.11,8277120758.49,,,,,,522535841.05,497454218.72,812148590.43,10109259408.69,-1031223468.58,51626012.6,42185934.1,291834.0,,484929444.44,579033225.14,986208459.31,400000.0,,,88280000.0,1074888459.31,-495855234.17,92900439.0,92900439.0,5990188961.51,,120900000.0,6203989400.51,3561043093.07,251247798.13,,80860476.44,3893151367.64,2310838032.87,9479762.14,793239092.26,4493701917.22,5286941009.48
0,96271,000017.XSHE,2016-06-30,2016-08-26,2016-06-30,16422749.0,,,,,,,,,,,,704717.5625,17127466.0,15162852.0,,,,,,1604413.0,435876.375,2440940.75,19644082.0,-2516616.25,,,,,,,2959824.0,,,,,2959824.0,-2959824.0,,,,,,,,,,,,,,-5476440.0,,-5476440.0
0,148637,000017.XSHE,2019-06-30,2019-08-29,2019-06-30,3994888.5,,,,,,,,,,,,1917830.98,5970168.44,3779637.83,,,,,,1622156.02,251286.96,3112950.16,8766030.97,-2795862.53,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2016600.82,,-796075.87,8383492.05,7587416.18
0,130617,000018.XSHE,2018-06-30,2018-08-31,2018-06-30,1153600920.96,,,,,,,,,,,3369607.31,2262676271.26,3419646799.53,1376638430.55,,,,,,101185799.23,53870218.92,1599464444.42,3131158893.12,288487906.41,,,430905.55,-2337601.55,,-1906696.0,7687147.09,171450191.13,,-44132112.04,-17225232.24,117779993.94,-119686689.94,0.0,-490000.0,610073245.0,,,610073245.0,1193570050.24,72911176.92,,,1266481227.16,-656407982.16,-4817033.25,-492423798.94,750442719.94,258018921.01
0,144733,000018.XSHE,2018-12-31,2019-04-30,2018-12-31,654521450.4,,,,,,,,,,,493642.83,1007888820.23,1662903913.46,196199616.6,,,,,,82574380.65,-5058963.19,1848623141.9,2122338175.96,-459434262.5,,,-8865.55,2337601.55,,2328736.0,-2682836.47,-193435880.98,,,,-157506224.0,159834960.0,12000000.0,,159414288.71,,,225623937.06,12764287.77,-77493084.53,,,-42215996.73,267839933.79,3686604.8,-28072763.91,153840560.8,125767796.88
0,144509,000018.XSHE,2019-03-31,2019-04-30,2019-03-31,307945763.3,,,,,,,,,,,,21061346.2,329007109.5,247625881.66,,,,,,26697088.81,3126878.25,26693348.41,304143197.13,24863912.37,,,,,,,,,,,,,,,,100400000.0,,,100400000.0,163726400.0,910001.65,,,164636401.65,-64236401.65,-135682.35,-39508171.63,125767796.88,86259625.25
0,152590,000018.XSHE,2019-09-30,2019-10-21,2019-09-30,152166827.36,,,,,,,,,,,0.0,77871250.72,230038078.08,115608106.33,,,,,,12137758.97,3025213.59,129487100.28,260258179.17,-30220101.09,,,,,,,,,,,,,,,,0.0,,31817204.0,31817204.0,0.0,,,,0.0,31817204.0,37994.91,1635097.82,59521718.55,61156816.37
0,96932,000019.XSHE,2016-09-30,2016-10-25,2016-09-30,87603072.0,,,,,,,,,,,,4690121.5,92293192.0,85706712.0,,,,,,16536760.0,10567712.0,12434749.0,125245928.0,-32952740.0,20000000.0,156722.2188,,,,20156722.0,9886493.0,251800.0,,,,10138293.0,10018429.0,,,,,,,,,,,,,51383.9805,-22882926.0,,-22882926.0
0,96272,000020.XSHE,2016-06-30,2016-08-31,2016-06-30,130957064.0,,,,,,,,,,,,6103424.5,137060496.0,80389736.0,,,,,,15234491.0,12111512.0,8740661.0,116476400.0,20584094.0,,,49196.3398,,,49196.3398,1394504.75,,,,,1394504.75,-1345308.5,,,40020824.0,,,40020824.0,18650000.0,2010122.625,,,20660122.0,19360702.0,181532.7812,38781020.0,,38781020.0
0,97546,000020.XSHE,2016-09-30,2016-10-27,2016-09-30,78049928.0,,,,,,,,,,,,767810.375,78817744.0,99889184.0,,,,,,16251142.0,3209423.25,5113028.0,124462776.0,-45645032.0,,,44115.6602,,,44115.6602,789758.1875,,,,,789758.1875,-745642.5625,,,126225936.0,,,126225936.0,100996008.0,1697733.25,,2185000.0,104878744.0,21347194.0,-369705.9062,-25413188.0,,-25413188.0
0,102523,000020.XSHE,2016-12-31,2017-04-25,2016-12-31,319501856.0,,,,,,,,,,,,60973548.0,380475424.0,238673584.0,,,,,,14650405.0,3128016.0,71647320.0,328099328.0,52376088.0,334700000.0,333974.0625,-14410.0,,,335019552.0,1889243.125,334700000.0,,,,336589248.0,-1569679.125,303628.5938,,65492376.0,,,65796004.0,46415232.0,2104174.75,,-2185000.0,46334408.0,19461598.0,-195921.6562,70072088.0,,70072088.0
0,847,000022.XSHE,2016-03-31,2016-04-27,2016-03-31,382639584.0,,,,,,,,,,,,2851496.75,385491072.0,125326976.0,,,,,,111137408.0,20514376.0,26918174.0,283896928.0,101594144.0,,70035000.0,252412.0,,,70287408.0,44369396.0,,,,,44369396.0,25918014.0,,,,,,,140849568.0,513541.375,,,141363104.0,-141363104.0,-1115454.875,-14966397.0,683138112.0,668171712.0
0,111699,000022.XSHE,2017-09-30,2017-10-30,2017-09-30,894119566.01,,,,,,,,,,,,99868801.67,993988367.68,242066344.83,,,,,,128956817.41,52718650.28,73389922.97,497131735.49,496856632.19,,-29747872.32,290600.0,,,-29457272.32,48792363.51,,,,,48792363.51,-78249635.83,,,199850000.0,,,199850000.0,186270000.0,329270552.06,,390477.4,515931029.46,-316081029.46,-2847908.94,99678057.96,593542501.41,874564296.6
0,895,000023.XSHE,2015-12-31,2016-03-10,2015-12-31,268734240.0,,,,,,,,,,,,12869294.0,281603552.0,173270048.0,,,,,,47753452.0,15442051.0,22355110.0,258820656.0,22782896.0,,,351020.0,,1230000.0,1581020.0,3708006.25,797853.375,,,,4505859.5,-2924839.5,,,73500000.0,,12597404.0,86097400.0,110712048.0,6688587.0,,2631510.5,120032144.0,-33934740.0,,-14076684.0,0.0,-14076684.0
0,154060,000023.XSHE,2019-09-30,2019-10-29,2019-09-30,392784435.53,,,,,,,,,,,,63324.84,392847760.37,232263576.87,,,,,,29567033.7,25608631.22,34700070.77,322139312.56,70708447.81,134000000.0,796630.8,4932.91,,,145041396.28,14351713.31,67000000.0,,,,81351713.31,63689682.97,,,84610264.66,,,84610264.66,67494780.45,12031206.9,,25558332.1,105084319.45,-20474054.79,,113924075.99,248993363.15,362917439.14
0,193981,000023.XSHE,2020-09-30,2020-10-28,2020-09-30,377873673.58,,,,,,,,,,,,13252877.91,391126551.49,204256713.33,,,,,,27393299.3,20824819.64,19617702.03,272092534.3,119034017.19,,,0.0,,,0.0,2092308.13,,,,,2092308.13,-2092308.13,,,99471655.18,,,99471655.18,190093486.64,5043617.56,,48291658.72,243428762.92,-143957107.74,,-27015398.68,286687660.71,259672262.03
0,942,000025.XSHE,2015-12-31,2016-04-15,2015-12-31,88795336.0,,,,,,,,,,,,-21506086.0,67289256.0,35953976.0,,,,,,19181338.0,4369662.5,-34992812.0,24512166.0,42777088.0,141600000.0,4252822.0,345000.0,,,146197824.0,31585950.0,146600000.0,,,,178185952.0,-31988130.0,0.0,,0.0,,,0.0,10000000.0,7120271.0,,21391274.0,38511544.0,-38511544.0,-134288.125,-27856874.0,0.0,-27856874.0
0,104200,000025.XSHE,2017-03-31,2017-04-28,2017-03-31,85379960.0,,,,,,,,,,,,6255722.5,91635680.0,49109580.0,,,,,,17540410.0,5595794.5,13212813.0,85458600.0,6177082.5,53000000.0,422531.5,4000.0,,,53426532.0,8482202.0,144000000.0,,,,152482208.0,-99055672.0,,,,,,,,543750.0,,,543750.0,-543750.0,,-93422336.0,218497648.0,125075304.0
0,96934,000033.XSHE,2016-09-30,2016-10-25,2016-09-30,19310180.0,,,,,,,,,,,,1060893.875,20371074.0,5320403.0,,,,,,6530221.5,2537616.75,12222913.0,26611154.0,-6240082.0,,,,,,,447029.3125,,,,,447029.3125,-447029.3125,,,,,,,,,,,,,,-6687111.0,,-6687111.0
0,139738,000037.XSHE,2019-03-31,2019-04-23,2019-03-31,186351276.89,,,,,,,,,,,,22895402.99,209246679.88,154761126.02,,,,,,38267116.27,9429950.97,11686141.58,214144334.84,-4897654.96,,,1989560.0,,,1989560.0,16685177.41,,,,,16685177.41,-14695617.41,,,230000000.0,,2133338.86,232133338.86,334000000.0,13093959.02,,,347093959.02,-114960620.16,-131875.21,-134685767.74,914956611.7,780270843.96
0,101260,000038.XSHE,2016-12-31,2017-04-15,2016-12-31,341541472.0,,,,,,,,,,,,76931672.0,418473120.0,197261264.0,,,,,,21552064.0,30650364.0,24075316.0,273539008.0,144934112.0,1112000000.0,4555661.5,,,-64936332.0,1051619328.0,-48972460.0,613431104.0,,430814624.0,,995273216.0,56346088.0,-490000.0,,,,2482394.75,1992394.875,,,,23252522.0,23252522.0,-21260128.0,44099.9883,180064176.0,,180064176.0
0,119606,000038.XSHE,2017-12-31,2018-04-21,2017-12-31,181287567.03,,,,,,,,,,,2984628.55,23632459.13,207904654.71,396268668.0,,,,,,14397709.17,24488407.34,-86940095.3,348214689.21,-140310034.5,1248078025.48,8223086.64,0.0,,,1256301112.12,3466900.87,717003750.0,,183085277.81,-106492980.05,797062948.63,459238163.49,,,,,1098525.34,1098525.34,,-7350000.0,,3975080.26,-3374919.74,4473445.08,-81121.35,323320452.72,1577571746.79,1900892199.51
0,128225,000038.XSHE,2018-06-30,2018-08-21,2018-06-30,676329595.58,,,,,,,,,,,536541.91,26262196.56,703128334.05,719368078.83,,,,,,12845660.79,29624209.98,37225067.85,799063017.45,-95934683.4,1472400000.0,4863116.86,0.0,79475553.41,,1556738670.27,1076615.06,1327952660.72,,1.0,-16400000.0,1312629276.78,244109393.49,,,,,,,,209110967.6,,,209110967.6,-209110967.6,,-60936257.51,1884642806.89,1823706549.38
0,147470,000038.XSHE,2019-06-30,2019-08-24,2019-06-30,733236168.71,,,,,,,,,,,0.0,-41942433.02,691293735.69,728660547.75,,,,,,10631935.61,13565883.37,-24763020.2,728095346.53,-36801610.84,181565908.73,-26112400.0,0.0,,,155453508.73,,-28000000.0,,,,-27997686.0,183451194.73,,,,,,,,242556.0,,,22258556.0,-22258556.0,,124391027.89,1204436754.12,1328827782.01
0,158870,000038.XSHE,2019-09-30,2019-10-31,2019-09-30,398503884.1,,,,,,,,,,,1124650.03,27345733.56,426974267.69,358621711.3,,,,,,9862046.55,11945279.15,19114859.67,399543896.67,27430371.02,819024473.79,651923.66,47592.21,,,819723989.66,6770.1,1200020000.0,,,,1200026770.2,-380302780.54,,,,,,,0.0,0.0,,,0.0,0.0,,-352872409.52,1328827782.01,975955372.49
0,169496,000038.XSHE,2019-12-31,2020-04-23,2019-12-31,401761360.92,,,,,,,,,,,-1152250.32,17823670.33,530345319.83,157563909.36,,,,,,8423974.38,10214420.83,445077320.69,1038279625.26,-507934305.43,833619808.95,1493919.03,0.0,,,951439132.2,9506.0,544177772.09,,0.0,,554187278.09,397251854.11,,,,,,,0.0,0.0,,,0.0,0.0,,-110682451.32,975955372.49,865272921.17
0,189135,000038.XSHE,2020-06-30,2020-08-25,2020-06-30,300327789.65,,,,,,,,40568611.12,,,4209792.84,57288350.81,402394544.42,342560165.81,168000000.0,,,,,5297555.11,11855096.14,46023912.04,573736729.1,-171342184.68,1323380000.0,1610913.82,,,,1372044730.76,18434508.27,1325801080.0,,0.0,,1344235588.27,27809142.49,,,,,,,,,,,,,,-143533042.19,1243025014.71,1084438155.58
0,97908,000039.XSHE,2016-09-30,2016-10-28,2016-09-30,14230018048.0,,,,,,,,,,,413147008.0,59311000.0,14702476288.0,11599046656.0,,,,,,1247095040.0,455119008.0,1596722048.0,14897983488.0,-195507008.0,29941000.0,18185000.0,7466000.0,6037000.0,,61629000.0,1201202944.0,-82132000.0,,-14100000.0,,1104971008.0,-1043342016.0,100162000.0,100162000.0,59637927936.0,6000000000.0,17000.0,65738108928.0,61824970752.0,1061854016.0,20838000.0,373704000.0,63260528640.0,2477580032.0,139226000.0,1377956992.0,,1377956992.0
0,174449,000040.XSHE,2020-03-31,2020-04-30,2020-03-31,601158736.86,,,,,,,,,,,,56003880.67,657162617.53,442926852.0,,,,,,50505364.84,12761854.15,582265727.17,1088459798.16,-431297180.63,18500000.0,,,29569642.67,,48069642.67,44759595.2,,,,30737347.0,75496942.2,-27427299.53,50000.0,50000.0,5006000.0,,10434161.58,15490161.58,6438522.57,11118317.87,,54544025.22,72100865.66,-56610704.08,300037.22,-515035147.02,4542009357.12,4026974210.1
