,id,code,statDate,pubDate,statDate.1,total_operating_revenue,operating_revenue,interest_income,premiums_earned,commission_income,total_operating_cost,operating_cost,interest_expense,commission_expense,refunded_premiums,net_pay_insurance_claims,withdraw_insurance_contract_reserve,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,sale_expense,administration_expense,financial_expense,asset_impairment_loss,fair_value_variable_income,investment_income,invest_income_associates,exchange_income,operating_profit,non_operating_revenue,non_operating_expense,disposal_loss_non_current_liability,total_profit,income_tax_expense,net_profit,np_parent_company_owners,minority_profit,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners
0,166577,300081.XSHE,2020-03-31,2020-04-27,2020-03-31,105542345.82,101998225.04,3544120.78,,,138312638.17,82736697.93,,,,,,,,320073.44,19828286.39,17485365.51,6200264.68,,33222629.55,-1076729.87,-1155430.55,,-2167277.98,10409320.83,8793945.89,,-551903.04,9161433.91,-9713336.95,-11894460.73,2181123.78,-0.0225,-0.0225,771995.56,-8941341.39,-11122465.17,2181123.78
0,187941,300082.XSHE,2020-06-30,2020-08-20,2020-06-30,1571163598.14,1571163598.14,,,,1424913425.79,1335113319.2,,,,,,,,8172386.46,34519917.01,26436298.67,8677908.12,,1799876.56,7356317.91,4687792.74,,151401498.63,68947.06,176821.74,,151293623.95,21433849.77,129859774.18,125018518.88,4841255.3,0.183,0.183,,129678257.83,124837002.53,4841255.3
0,96889,300083.XSHE,2016-06-30,2016-08-27,2016-06-30,1173320576.0,1173320576.0,,,,1124469376.0,879010880.0,,,,,,,,2721783.5,43112396.0,193473040.0,2370878.75,3780367.25,,376425.4375,,,49227704.0,9245272.0,5769103.5,4814522.5,52703872.0,30775070.0,21928804.0,21927684.0,1120.1,-0.04,-0.04,347420.1875,22276224.0,22275104.0,1120.1
0,144485,300083.XSHE,2018-12-31,2019-04-23,2018-12-31,1341497588.99,1341497588.99,,,,4060027964.97,1291082623.76,,,,,,,,10559601.53,81008828.51,164502725.81,19443047.38,2399992660.57,0.0,-5305903.11,-6250415.96,,-2753795845.92,541769.11,8375280.04,,-2761629356.85,2930318.2,-2764559675.05,-2763782409.0,-777266.05,-1.94,-1.94,-256252.78,-2764815927.83,-2764038661.78,-777266.05
0,188683,300083.XSHE,2020-06-30,2020-08-25,2020-06-30,1041367299.22,1041367299.22,,,,959720845.76,791877978.16,,,,,,,,5744605.2,37371067.33,62418214.11,28237968.04,,,-1047514.53,-4949502.25,,150788626.7,190088.46,872161.76,,150106553.4,25389014.84,124717538.56,125653405.55,-935866.99,0.0902,0.0902,-71420.64,124646117.92,125581984.91,-935866.99
0,188871,300085.XSHE,2020-06-30,2020-08-26,2020-06-30,332688476.72,332688476.72,,,,332031377.25,246810642.22,,,,,,,,490097.93,47971801.76,14321401.55,3120868.24,,-144225.54,7438552.38,6094572.92,,5071856.45,,12441.8,,5068155.36,1684201.31,3383954.05,1466077.42,1917876.63,0.0021,0.0021,-1738933.09,1645020.96,-272855.67,1917876.63
0,151507,300086.XSHE,2019-06-30,2019-08-27,2019-06-30,256481659.53,256481659.53,,,,278852794.04,135942579.8,,,,,,,,2655431.08,88148439.42,46822228.4,5838432.92,,,1559313.18,-11344.05,,-22415256.36,2326245.75,132052.12,,-20221062.73,1670423.53,-21891486.26,-20754931.59,-1136554.67,-0.0462,-0.0462,,-21891486.26,-20754931.59,-1136554.67
0,44503,300087.XSHE,2016-03-31,2016-04-21,2016-03-31,94781528.0,90899640.0,,,,93271176.0,57841096.0,,,,,,,,79512.7969,14917899.0,20604414.0,-190557.6875,18812.25,,39094.7188,,,1549447.5,2680795.25,275961.0625,271887.4688,3954281.75,332577.375,3621704.5,1868164.25,1753540.25,0.0059,0.0059,-1882.21,3619822.25,1866282.0,1753540.25
0,96893,300087.XSHE,2016-06-30,2016-08-27,2016-06-30,87274128.0,91156016.0,,,,98014592.0,50805188.0,,,,,,,,194788.7656,22218448.0,25136206.0,-1235973.0,895929.0,,260138.7969,,,-10480325.0,2242001.25,900947.4375,40947.4297,-9139272.0,1591426.125,-10730698.0,-8262928.0,-2467769.75,-0.0259,-0.0259,18237.1602,-10712461.0,-8244690.5,-2467769.75
0,130147,300087.XSHE,2018-09-30,2018-10-23,2018-09-30,67865767.55,67865767.55,,,,113275709.5,50153616.77,,,,,,,,591451.56,35380346.45,18718197.61,-1799904.0,-39500.0,,1306830.75,,,-42726118.4,,640257.86,,-43366376.26,363213.28,-43729589.54,-24996603.79,-18732985.75,-0.0581,-0.0581,0.0,-43729589.54,-24996603.79,-18732985.75
0,44528,300088.XSHE,2015-12-31,2016-04-15,2015-12-31,866071552.0,866071552.0,,,,810400320.0,727606912.0,,,,,,,,7506181.5,18516412.0,25345854.0,9769364.0,21655542.0,,14489063.0,1680890.125,,70160344.0,10935385.0,-1158971.5,172127.6875,82254696.0,15989844.0,66264856.0,66467544.0,-202688.2969,0.06,0.06,-3373813.0,62891044.0,63191080.0,-300038.5312
0,156403,300089.XSHE,2019-09-30,2019-10-30,2019-09-30,73392312.26,73392312.26,,,,77895725.46,30638456.26,,,,,,,,235436.42,13028248.02,18705772.46,14624138.67,,,-404412.89,,,1047083.98,295907.34,699560.93,,643430.39,1085260.84,-441830.45,-626578.25,184747.8,-0.0013,-0.0013,,-441830.45,-626578.25,184747.8
0,170646,300089.XSHE,2020-03-31,2020-04-30,2020-03-31,16166915.07,16166915.07,,,,20987456.38,12850111.39,,,,,,,,734074.31,4466992.53,8584479.53,-6731969.85,,,,,,-5990907.18,83453.11,3.08,,-5907457.15,-10608.45,-5896848.7,-5657115.16,-239733.54,-0.0118,-0.0118,,-5896848.7,-5657115.16,-239733.54
0,194409,300089.XSHE,2020-09-30,2020-10-30,2020-09-30,32151368.88,32151368.88,,,,71141095.47,18632420.17,,,,,,,,96798.75,5418857.78,14746391.05,27645719.58,,,-49613.12,,,-38348436.06,409096.48,154169.69,,-38093509.27,136744.2,-38230253.47,-38158508.39,-71745.08,-0.0711,-0.0711,,-38230253.47,-38158508.39,-71745.08
0,106544,300090.XSHE,2016-12-31,2017-04-27,2016-12-31,406026560.0,406026560.0,,,,456253728.0,351832416.0,,,,,,,,13293534.0,-8542693.0,43289432.0,-3428097.0,59809140.0,,19199398.0,,,-31027762.0,8642122.0,516867.2188,186220.8281,-22902506.0,22869400.0,-45771908.0,-45987748.0,215841.25,-0.0349,-0.0349,-47888648.0,-93660552.0,-93876392.0,215841.25
0,112958,300090.XSHE,2017-09-30,2017-10-27,2017-09-30,432114106.52,432114106.52,,,,488671831.96,350912664.31,,,,,,,,2228238.11,8811947.76,58861307.27,73492034.25,-5634359.74,,7010301.93,,,-49547423.51,5041061.61,637944.68,,-45144306.58,5973210.74,-51117517.32,-51560387.82,442870.5,-0.0391,-0.0391,26921826.61,-51117517.32,-51560387.82,442870.5
0,125432,300090.XSHE,2018-03-31,2018-04-28,2018-03-31,354606988.74,354606988.74,,,,359798377.2,229266151.94,,,,,,,,2365856.33,8425394.4,54929473.88,64736500.65,75000.0,,8932365.76,,,3740977.3,2761208.68,190673.18,,6311512.8,113403.66,6198109.14,7910329.79,-1712220.66,0.006,0.006,,6198109.14,7910329.8,-1712220.66
0,129019,300090.XSHE,2018-06-30,2018-08-30,2018-06-30,98903048.36,98903048.36,,,,214107462.25,82679288.93,,,,,,,,3001716.68,4708387.44,57591583.64,66176555.56,-50070.0,,11595957.23,,,-99281096.12,-1631336.97,327416.63,,-101239849.72,-108028.48,-101131821.24,-100439922.87,-691898.36,-0.0761,-0.0761,,-372855582.73,-372163684.37,-691898.36
0,156349,300090.XSHE,2019-09-30,2019-10-30,2019-09-30,157990592.1,157990592.1,,,,215613773.55,126989075.28,,,,,,,,2397244.65,1255142.66,21044423.93,61880946.47,,,87539.54,,,-50215920.99,-650197.21,224699393.92,,-275565512.12,-687321.93,-274878190.19,-275508572.7,630382.51,-0.2087,-0.2087,-47557786.82,-322435977.01,-323066359.52,630382.51
0,174952,300090.XSHE,2019-12-31,2020-06-24,2019-12-31,204261772.43,204261772.43,,,,539345012.17,223648429.87,,,,,,,,4571978.13,7367654.19,48008389.57,252922291.85,,,-148599203.42,,,-918297047.09,-725049.34,2123457061.09,,-3042479157.52,-5198477.05,-3037280680.47,-3035448030.16,-1832650.31,-2.2996,-2.2996,-23312640.61,-3060593321.08,-3058760670.77,-1832650.31
0,44601,300091.XSHE,2015-09-30,2015-10-26,2015-09-30,236389616.0,236389616.0,,,,227059632.0,182815312.0,,,,,,,,1649102.0,12561223.0,21874418.0,8142859.0,16709.3398,,-217456.2812,0.0,,9112536.0,1710624.375,5560.6401,,10817599.0,1924598.75,8893001.0,9626540.0,-733539.8125,0.05,0.05,,8893001.0,9626540.0,-733539.8125
0,129020,300091.XSHE,2018-06-30,2018-08-30,2018-06-30,666737909.01,666737909.01,,,,591931714.39,517337551.87,,,,,,,,1804506.68,16296246.44,37637247.47,14924544.22,3931617.71,,-228129.59,-228129.59,,75262706.9,38350.61,-564.64,,75301622.15,14234221.88,61067400.27,65182708.01,-4115307.74,0.1173,0.1173,,61067400.27,65182708.01,-4115307.74
0,44626,300092.XSHE,2015-06-30,2015-08-25,2015-06-30,79926784.0,79926784.0,,,,84935912.0,66497264.0,,,,,,,,322298.5312,5231785.0,9101853.0,721659.125,3061053.0,,0.0,,,-5009131.5,7111230.5,41881.2891,,2060217.5,325216.3438,1735001.125,2998284.25,-1263283.125,0.01,0.01,,1735001.125,2998284.25,-1263283.125
0,112960,300092.XSHE,2017-09-30,2017-10-27,2017-09-30,68032224.9,68032224.9,,,,68299605.21,53933401.85,,,,,,,,322888.94,3377412.64,10101633.41,43360.83,520907.54,,93616.44,,,134902.87,143617.56,21449.29,,257071.14,148109.17,108961.97,108961.97,,0.0005,0.0005,,108961.97,108961.97,
0,149256,300093.XSHE,2018-12-31,2019-04-30,2018-12-31,323554040.18,323554040.18,,,,318134844.69,260022494.25,,,,,,,,2544346.35,18263758.08,11744283.34,4623893.97,10269844.12,,,,,5776351.35,855739.12,-210120.5,,6842210.97,6178234.62,663976.35,656226.76,7749.59,0.0038,0.0038,346178.95,1010155.3,1002340.92,7814.38
0,168585,300093.XSHE,2020-03-31,2020-04-29,2020-03-31,37235283.88,37235283.88,,,,50885493.47,32016800.99,,,,,,,,2246225.7,6436095.56,11118920.59,-2318811.77,,,,,,-18687129.44,-9661.68,521828.09,,-19218619.21,-360266.25,-18858352.96,-18810693.27,-47659.69,-0.09,-0.09,-1053580.66,-19911933.62,-19851354.47,-60579.15
0,44672,300094.XSHE,2015-12-31,2016-04-26,2015-12-31,650156352.0,650156352.0,,,,635629376.0,552884608.0,,,,,,,,1609200.125,34000872.0,22772546.0,-2743112.5,27105290.0,,365.14,,,14527320.0,9729830.0,7709144.0,1439088.375,16548006.0,-3207522.75,19755530.0,19755530.0,,0.0544,0.0544,745637.1875,20501166.0,20501166.0,
0,101332,300094.XSHE,2016-09-30,2016-10-29,2016-09-30,855406720.0,855406720.0,,,,796347648.0,738104192.0,,,,,,,,418708.6875,30052020.0,18067298.0,5006833.5,4698626.0,,2.0,,,59059036.0,3171610.5,-240617.6875,-197567.375,62471264.0,8374817.5,54096448.0,54096448.0,,0.07,0.07,2369705.5,56466152.0,56466152.0,
0,130526,300094.XSHE,2018-09-30,2018-10-25,2018-09-30,1278160644.59,1278160644.59,,,,1220802258.79,1123107844.64,,,,,,,,566876.9,46564311.77,24170746.55,16458816.11,6055659.64,,0.0,,,61516753.63,3582870.5,1011137.46,,64088486.67,4965131.06,59123355.61,59123355.61,,0.08,0.08,7349466.72,66472822.33,66472822.33,
0,190688,300094.XSHE,2020-06-30,2020-08-29,2020-06-30,1159933132.11,1159933132.11,,,,1187991178.35,1051158042.08,,,,,,,,1198087.52,56752219.37,34803910.97,33795084.2,,,,,,-74701654.95,617587.31,-515197.38,,-73568870.26,1530291.84,-75099162.1,-75304860.43,205698.33,-0.08,-0.08,-1148335.93,-76247498.03,-76453196.37,205698.33
0,194197,300094.XSHE,2020-09-30,2020-10-30,2020-09-30,1361381184.6,1361381184.6,,,,1357135901.76,1220603404.38,,,,,,,,812236.8,46318326.17,42663018.65,34824540.13,,,,,,3477678.54,2824127.67,1058482.78,,5243323.43,1557020.45,3686302.98,3835201.56,-148898.58,0.0042,0.0015,-1075135.79,2611167.19,2760065.77,-148898.58
0,154849,300095.XSHE,2019-09-30,2019-10-26,2019-09-30,242165932.3,242165932.3,,,,213665750.52,145797962.24,,,,,,,,2723019.95,23379672.08,20258569.74,14177697.71,,,11592.03,11592.03,,29174407.12,-28167.96,345527.71,,28800711.45,5094867.91,23705843.54,22681414.22,1024429.32,0.0611,0.0611,-165.08,23705678.46,22681341.6,1024336.86
0,103693,300096.XSHE,2016-12-31,2017-04-17,2016-12-31,233171408.0,233171408.0,,,,219312112.0,127622872.0,,,,,,,,3582617.0,20089206.0,63744772.0,3232973.5,1039674.9375,,9920660.0,-6236120.0,,23779944.0,3161993.5,418960.4375,230283.7969,26522976.0,4937160.5,21585816.0,20289334.0,1296481.0,0.0475,0.0475,,21585816.0,20289334.0,1296481.0
0,105419,300096.XSHE,2017-03-31,2017-04-26,2017-03-31,55901364.0,55901364.0,,,,86095304.0,24278854.0,,,,,,,,687702.9375,9114002.0,44700648.0,2288288.25,5025807.5,,-2227498.0,,,-32421438.0,2979699.0,300833.9688,,-29742572.0,-5254390.0,-24488182.0,-24553950.0,65768.2266,-0.0571,-0.0571,,-24488182.0,-24553950.0,65768.2266
0,147772,300096.XSHE,2019-03-31,2019-04-29,2019-03-31,105820606.4,105820606.4,,,,137765784.09,44384605.87,,,,,,,,1533697.81,17600760.95,32082074.43,3551134.28,8997512.16,,-572376.88,,,-27784518.76,16746.4,5823.66,,-27773596.02,-1565557.29,-26208038.73,-20827377.48,-5380661.25,-0.0484,-0.0484,,-26208038.73,-20827377.48,-5380661.25
0,188842,300096.XSHE,2020-06-30,2020-08-26,2020-06-30,227096863.61,227096863.61,,,,225141326.86,131476977.29,,,,,,,,1717831.46,12595737.78,37546947.06,3248162.96,,,-1392838.87,-2105886.52,,3099787.93,80.37,4575.2,,3095293.1,-6649269.38,9744562.48,3302028.92,6442533.56,0.0077,0.0077,,9367061.38,2924527.82,6442533.56
0,104601,300099.XSHE,2016-12-31,2017-04-22,2016-12-31,143231968.0,143231968.0,,,,95354840.0,70417712.0,,,,,,,,3545694.0,5123738.5,23118216.0,17134.9297,-6867656.5,,12256.7598,12256.7598,,47889392.0,5310655.0,1144749.25,,52055300.0,2666119.75,49389180.0,34587172.0,14802008.0,0.0627,0.0627,,49389180.0,34587172.0,14802008.0
0,132152,300100.XSHE,2018-09-30,2018-10-30,2018-09-30,1248951056.41,1248951056.41,,,,1208320017.31,1009737555.28,,,,,,,,7656151.81,42147874.44,73640790.04,15372521.66,-2891932.94,,-17798820.48,-17259901.61,,30533141.57,793158.59,2817796.81,,28508503.35,5556132.29,22952371.06,26891924.52,-3939553.46,0.0606,0.0606,0.0,22952371.06,26891924.52,-3939553.46
0,152642,300100.XSHE,2019-06-30,2019-08-30,2019-06-30,1138442229.54,1138442229.54,,,,1110658058.06,901082415.39,,,,,,,,9936383.31,46280578.6,81873912.98,24051117.09,,,1051942.58,,,-9019697.95,3138806.36,253225.14,,-6134116.73,4555013.99,-10689130.72,-5749982.43,-4939148.29,-0.0123,-0.0123,441627.49,-10247503.23,-5308354.94,-4939148.29
0,168113,300100.XSHE,2019-12-31,2020-04-28,2019-12-31,1124987365.45,1124987365.45,,,,1204746610.42,910229544.91,,,,,,,,8319495.01,106439191.72,100145017.66,30911768.72,,124949856.1,19794368.45,,,-942070977.94,-1253449.42,2539885.3,,-945864312.66,22912391.09,-968776703.75,-960832655.25,-7944048.5,-2.0694,-2.0694,2406559.86,-966370143.89,-958426095.39,-7944048.5
0,168541,300100.XSHE,2020-03-31,2020-04-29,2020-03-31,734316457.68,734316457.68,,,,724403153.49,567652087.87,,,,,,,,7132086.9,31094621.37,59479521.57,25708204.09,,-21963744.81,336011.74,,,10802316.01,632564.08,774661.02,,10660219.07,-2204672.86,12864891.93,15358158.31,-2493266.38,0.0336,0.0336,-13399531.72,-534639.79,1958626.59,-2493266.38
0,189917,300100.XSHE,2020-06-30,2020-08-28,2020-06-30,758451227.72,758451227.72,,,,745677810.13,593304815.03,,,,,,,,6842338.02,38994472.5,49861603.34,24155380.09,,11041419.88,172641.51,,,43635616.46,2334853.69,428126.36,,45542343.79,11671473.1,33870870.69,34673996.91,-803126.22,0.076,0.076,16741440.69,50612311.38,51415437.6,-803126.22
0,191241,300100.XSHE,2020-09-30,2020-10-22,2020-09-30,898405309.3,898405309.3,,,,864036852.11,693272628.88,,,,,,,,6916200.78,43940042.62,57726500.38,28317337.19,,93628166.56,-49767022.64,,,134628932.24,2684246.97,238089.01,,137075090.2,16718186.33,120356903.87,121454928.81,-1098024.94,0.266,0.266,-811930.78,119544973.09,120642998.03,-1098024.94
0,165353,300101.XSHE,2019-12-31,2020-04-21,2019-12-31,169885959.89,169885959.89,,,,129817278.57,57061670.94,,,,,,,,1599421.34,16671797.95,33078169.25,255409.32,,,-21014009.0,-21014009.0,,-357512.02,3048709.23,33988.65,,2657208.56,1493727.02,1163481.54,-3620698.57,4784180.11,-0.0065,-0.0065,,1137584.33,-3646595.78,4784180.11
0,188737,300101.XSHE,2020-06-30,2020-08-25,2020-06-30,102691044.42,102691044.42,,,,101996088.33,51055915.19,,,,,,,,925486.28,11061436.61,19084591.99,108277.41,,,-26642.68,-26642.68,,2665156.73,2803432.01,547.6,,5468041.14,-207672.67,5675713.81,6940222.97,-1264509.16,0.0125,0.0125,,5675713.81,6940222.97,-1264509.16
0,128372,300102.XSHE,2018-06-30,2018-08-28,2018-06-30,290135533.63,290135533.63,,,,270249916.73,195486563.74,,,,,,,,1285096.38,4644584.76,53225365.82,8018703.35,7589602.68,,-821742.55,-821742.55,,98914835.85,433688.14,237484.73,,99111039.26,21730336.38,77380702.88,77380702.88,,0.1081,0.1081,,77380702.88,77380702.88,
0,168341,300102.XSHE,2020-03-31,2020-04-29,2020-03-31,239743494.24,239743494.24,,,,294603255.74,218013972.54,,,,,,,,2970944.43,3385728.14,27332922.7,27467501.57,,,-2207025.33,-1087719.5,,-37751574.7,16000.0,2937.97,,-37738512.67,10072648.73,-47811161.4,-47781043.66,-30117.74,-0.0675,-0.0675,,-47811161.4,-47781043.66,-30117.74
0,192896,300102.XSHE,2020-09-30,2020-10-29,2020-09-30,370513308.53,370513308.53,,,,428784100.73,351496694.61,,,,,,,,1193400.7,3903249.1,33398603.18,23013943.64,,,-2777369.84,-571182.21,,-57765592.31,78404.92,45543.14,,-57732730.53,5224055.49,-62956786.02,-62900769.79,-56016.23,-0.09,-0.09,,-62956786.02,-62900769.79,-56016.23
0,201518,300102.XSHE,2020-12-31,2021-04-26,2020-12-31,453420563.13,453420563.13,,,,472540842.86,387783667.07,,,,,,,,3915454.16,2776568.54,38732607.62,22763246.05,,,-10494995.02,526797.79,,-64480169.47,166401.22,874840.52,,-65188608.77,-58153389.92,-7035218.85,-6373265.9,-661952.95,-0.01,-0.01,,-7035218.85,-6373265.9,-661952.95
0,44906,300104.XSHE,2015-06-30,2015-08-26,2015-06-30,2327255296.0,2327255296.0,,,,2341524736.0,1921392512.0,,,,,,,,8164517.5,281111392.0,62284880.0,39115888.0,29455414.0,,64524252.0,0.0,,50254976.0,50359.2383,0.0,,50305336.0,-38233580.0,88538920.0,159348112.0,-70809192.0,0.03,0.03,-2228405.75,86310512.0,157119712.0,-70809192.0
0,101996,300104.XSHE,2016-12-31,2017-04-20,2016-12-31,5191505408.0,5177121792.0,14383839.0,,,5563996672.0,3983512576.0,7648515.5,-783554.75,,,,,,103974832.0,728942144.0,196716512.0,241682896.0,301519168.0,,10512961.0,9704767.0,,-361978048.0,21989002.0,36945344.0,35423476.0,-376934400.0,-16125921.0,-360808480.0,61769412.0,-422577888.0,0.03,0.03,26919030.0,-333889440.0,88688448.0,-422577888.0
0,106425,300104.XSHE,2017-03-31,2017-04-27,2017-03-31,4922418176.0,4906428416.0,15989582.0,,,4697367040.0,3573190656.0,8058489.5,,,,,,,15417466.0,830047744.0,148010848.0,123811192.0,-1169275.5,,14093628.0,14093628.0,,239144768.0,23824800.0,783312.25,,262186256.0,262534960.0,-348705.0625,124792016.0,-125140720.0,0.06,0.06,-3121865.5,-3470570.5,121670152.0,-125140720.0
0,124581,300104.XSHE,2017-12-31,2018-04-27,2017-12-31,944024297.46,930573757.95,13543256.49,,,15243529084.32,2625395377.27,3817184.79,,,,,,,-3258442.75,973352776.93,792937749.33,229455257.83,10621835913.92,,-145214211.36,49841386.0,,-14547721026.9,14321477.17,69478057.04,,-14602877606.77,1299138137.06,-15902015743.83,-12226436928.5,-3675578815.33,-3.0671,-3.0671,-66499655.95,-15968515399.78,-12258621400.95,-3709893998.83
0,166865,300104.XSHE,2019-12-31,2020-04-27,2019-12-31,106024826.6,103983178.97,2041647.63,,,1408622107.65,95250507.67,,,,,,,,66842.36,882892.21,36562991.68,211669169.3,,,-511766286.72,-539649101.29,,-1815390105.29,-17897024.31,-714941108.56,,-1118346021.04,-2099199.12,-1116246821.92,-1085423378.35,-30823443.57,-0.2721,-0.2721,-2004582.28,-1118251404.2,-1089319324.6,-28932079.6
0,44949,300106.XSHE,2016-03-31,2016-04-26,2016-03-31,141360976.0,141360976.0,,,,156946112.0,124604920.0,,,,,,,,71625.7031,7233197.5,10538567.0,14497806.0,,,8066.3599,8066.3599,,-15577074.0,1000100.0,805.42,,-14577780.0,-1167399.125,-13410381.0,-13004879.0,-405501.8438,-0.06,-0.06,,-13410381.0,-13004879.0,-405501.8438
0,110683,300106.XSHE,2017-06-30,2017-08-29,2017-06-30,185759200.0,185759200.0,,,,217177248.0,181119232.0,,,,,,,,1580796.75,17734866.0,4540667.0,12201681.0,,,17841.1699,17841.1699,,-31400214.0,17344240.0,11395816.0,12610053.0,-25451790.0,6355540.5,-31807330.0,-28795794.0,-3011536.75,-0.1395,-0.1395,,-31807330.0,-28795794.0,-3011536.75
0,113707,300106.XSHE,2017-09-30,2017-10-28,2017-09-30,197197581.52,197197581.52,,,,230634466.25,176210685.81,,,,,,,,519580.79,17677586.6,14495282.92,21731330.13,,,-234453.33,-234453.33,,-33671338.06,1341235.0,3106865.89,2733576.03,-35436968.95,0.0,-35436968.95,-33960805.28,-1476163.67,-0.1607,-0.1607,,-35436968.95,-33960805.28,-1476163.67
0,119709,300106.XSHE,2017-12-31,2018-04-03,2017-12-31,155354121.98,155354121.98,,,,327090704.26,172127643.71,,,,,,,,1750390.75,22668574.95,48658389.1,3942802.41,,,-89555184.73,-89555184.73,,-266047682.35,-17562592.42,8280701.85,,-291890976.62,-233772.05,-291657204.57,-286668464.3,-4988740.27,-1.3598,-1.3598,,-291657204.57,-286668464.3,-4988740.27
0,167032,300106.XSHE,2020-03-31,2020-04-28,2020-03-31,151899794.36,151899794.36,,,,154909530.09,125882428.83,,,,,,,,152350.34,19650411.56,6503026.97,2438164.0,,,,,,-2223407.25,5407.4,70917.8,,-2288917.65,172306.9,-2461224.55,-4381268.61,1920044.06,-0.0207,-0.0207,,-2461224.55,-4381268.61,1920044.06
0,110447,300108.XSHE,2017-06-30,2017-08-28,2017-06-30,203835360.0,203835360.0,,,,161648208.0,126759568.0,,,,,,,,4515902.0,10594467.0,10302632.0,9475637.0,,,,,,42187148.0,10586011.0,594237.9375,,52178920.0,10390179.0,41788744.0,41063656.0,725087.75,0.0646,0.0646,,41788744.0,41063656.0,725087.75
0,155679,300108.XSHE,2019-09-30,2019-10-29,2019-09-30,277486002.97,277486002.97,,,,298655611.35,212706981.02,,,,,,,,1980202.87,34658653.5,24934071.66,23846761.58,,,2443.81,,,-4090081.49,-178258.9,33469.2,,-4301809.59,6249005.32,-10550814.91,-8840344.21,-1710470.7,-0.0158,-0.0158,,-10550814.91,-8840344.21,-1710470.7
0,170939,300108.XSHE,2019-12-31,2020-04-30,2019-12-31,210522236.93,210522236.93,,,,687222760.35,149836874.65,,,,,,,,5876637.23,52254486.31,304990314.83,92722442.86,,,264892.26,,,-1769442873.0,260567.99,1708071.89,,-1770890376.9,18672758.15,-1789563135.05,-1783954145.75,-5608989.3,-2.6783,-2.6783,,-1789563135.05,-1783954145.75,-5608989.3
0,190180,300108.XSHE,2020-06-30,2020-08-28,2020-06-30,183639527.55,183639527.55,,,,228979851.73,131151594.67,,,,,,,,3265764.4,28320127.52,22355032.84,40056678.07,,,,,,-42499378.25,-37886.28,4490795.9,,-47028060.43,808452.01,-47836512.44,-46088612.28,-1747900.16,-0.0704,-0.0704,,-47836512.44,-46088612.28,-1747900.16
0,128675,300109.XSHE,2018-06-30,2018-08-29,2018-06-30,169724409.79,169724409.79,,,,141968978.65,87685630.43,,,,,,,,2217722.37,10643052.93,29774605.08,6022138.08,5625829.76,,7087525.99,1675771.95,,35222091.96,281800.99,3987.79,,35499905.16,5106502.35,30393402.81,29175958.44,1217444.37,0.18,0.18,-94251.04,30299151.77,29081707.4,1217444.37
0,155680,300109.XSHE,2019-09-30,2019-10-29,2019-09-30,264842399.15,264842399.15,,,,204811127.5,131176580.75,,,,,,,,2778598.55,15701861.77,33909722.24,9454817.35,,,-823836.53,-823856.13,,57337733.97,2268575.5,450925.9,,59155383.57,14447606.19,44707777.38,43893476.44,814300.94,0.14,0.14,196418.03,44904195.41,44089894.47,814300.94
0,170229,300109.XSHE,2019-12-31,2020-04-30,2019-12-31,263455537.22,263455537.22,,,,224332391.43,134170137.69,,,,,,,,3445849.87,22030061.77,28754997.05,16418660.2,,,-2039213.92,-2039194.32,,25153897.29,70580.87,98438.42,,25126039.74,8925959.21,16200080.53,18712366.88,-2512286.35,0.04,0.04,2702656.46,18902736.99,21415023.34,-2512286.35
0,169743,300109.XSHE,2020-03-31,2020-04-30,2020-03-31,220433453.62,220433453.62,,,,188933956.7,119985595.67,,,,,,,,1862773.79,17343385.73,21630213.23,11772049.24,,,-2262018.69,-2079015.14,,19972128.21,431970.7,638000.69,,19766098.22,9374284.76,10391813.46,12006743.78,-1614930.32,0.04,0.04,1939821.13,12331634.59,13946564.91,-1614930.32
0,188318,300109.XSHE,2020-06-30,2020-08-22,2020-06-30,224474120.26,224474120.26,,,,200677155.14,124019783.79,,,,,,,,2302577.01,18592790.46,21520701.99,12200954.97,,,-931826.75,-1114830.3,,42965074.37,1733931.01,662178.25,,44036827.13,6030392.53,38006434.6,38602031.65,-595597.05,0.12,0.12,-2073087.41,35933347.19,36528944.24,-595597.05
0,193589,300109.XSHE,2020-09-30,2020-10-30,2020-09-30,241331950.14,241331950.14,,,,208194302.59,122712608.99,,,,,,,,1535084.59,21516630.58,33841859.53,11883758.17,,-10506837.99,0.0,,,35076879.61,1018799.75,320476.48,,35775202.88,10955533.37,24819669.51,26233197.38,-1413527.87,0.08,0.08,-5961581.67,18858087.84,20271615.71,-1413527.87
0,45044,300110.XSHE,2015-06-30,2015-08-20,2015-06-30,258902768.0,258902768.0,,,,255390032.0,125413824.0,,,,,,,,3003739.5,62920488.0,40959080.0,16365021.0,6727882.0,,,,,3512734.5,3841629.75,1085791.875,,6268572.0,435065.5,5833506.5,5833506.5,,0.01,0.01,,5833506.5,5833506.5,
0,45042,300110.XSHE,2015-12-31,2016-04-16,2015-12-31,299816928.0,299816928.0,,,,314042016.0,159902240.0,,,,,,,,4613906.5,89122712.0,32791478.0,16342075.0,11269621.0,,,,,-14225107.0,4444523.5,1161755.5,58303.3203,-10942339.0,-2489031.0,-8453308.0,-7693456.5,-759851.625,-0.02,-0.02,,-8453308.0,-7693456.5,-759851.625
