,id,code,statDate,pubDate,statDate.1,total_operating_revenue,operating_revenue,interest_income,premiums_earned,commission_income,total_operating_cost,operating_cost,interest_expense,commission_expense,refunded_premiums,net_pay_insurance_claims,withdraw_insurance_contract_reserve,policy_dividend_payout,reinsurance_cost,operating_tax_surcharges,sale_expense,administration_expense,financial_expense,asset_impairment_loss,fair_value_variable_income,investment_income,invest_income_associates,exchange_income,operating_profit,non_operating_revenue,non_operating_expense,disposal_loss_non_current_liability,total_profit,income_tax_expense,net_profit,np_parent_company_owners,minority_profit,basic_eps,diluted_eps,other_composite_income,total_composite_income,ci_parent_company_owners,ci_minority_owners
0,98664,000002.XSHE,2016-06-30,2016-08-22,2016-06-30,60183982080.0,60183982080.0,,,,52883398656.0,45149790208.0,,,,,,,,5019219456.0,1318625280.0,1033646592.0,185309264.0,176807744.0,,957421312.0,1186523648.0,,8258004480.0,57616508.0,22546722.0,1998101.0,8293074432.0,2448267008.0,5844807168.0,4518076928.0,1326730112.0,0.405,0.405,-98466888.0,5746340352.0,4406550528.0,1339789952.0
0,133294,000004.XSHE,2018-09-30,2018-10-31,2018-09-30,101687269.45,101687269.45,,,,108985223.92,17114982.82,,,,,,,,1936676.24,80212813.05,7754628.25,-266358.34,0.0,,847778.68,,,-6450175.79,8000.03,2269815.55,,-8711991.31,-4667.55,-8707323.76,-4575575.32,-4131748.44,-0.0545,-0.0545,,-8707323.76,-4575575.32,-4131748.44
0,146903,000004.XSHE,2018-12-31,2019-04-26,2018-12-31,110690219.5,110690219.5,,,,133578140.66,21457000.81,,,,,,,,1754665.41,74131762.0,2338592.07,-454744.62,23050456.38,,-396954.76,,,-15376875.92,-2630169.0,1219255.46,,-19226300.38,-4922253.7,-14304046.68,-17679033.76,3374987.08,-0.2105,-0.2105,,-14456806.34,-17831793.42,3374987.08
0,142,000005.XSHE,2016-03-31,2016-04-27,2016-03-31,43421544.0,43421544.0,,,,50483936.0,21822310.0,,,,,,,,1643963.625,4649399.0,20235382.0,2132883.75,,,,,,-7062394.5,667234.9375,25641.4492,,-6420801.0,,-6420801.0,-6804122.5,383321.7188,-0.0064,-0.0064,,-6420801.0,-6804122.5,383321.7188
0,240,000007.XSHE,2015-03-31,2015-04-30,2015-03-31,27757360.0,27757360.0,,,,33090352.0,5177385.5,,,,,,,,1729307.625,13657225.0,10537684.0,1546250.625,442500.0,,,,,-5332992.0,96470.1875,374227.8125,,-5610750.0,607987.0,-6218737.0,-4866348.5,-1352388.5,-0.0211,-0.0211,-114313.5078,-6333050.5,-4980662.0,-1352388.5
0,239,000007.XSHE,2015-06-30,2015-08-31,2015-06-30,30658110.0,30658110.0,,,,37170464.0,5785642.0,,,,,,,,1915749.125,13873967.0,9884303.0,2954301.5,2756500.0,0.0,4098294.5,,,-2414058.75,194649.5781,740048.4375,,-2959457.75,539275.75,-3498733.5,-2575792.5,-922940.8125,-0.0111,-0.0111,707252.9375,-2791480.5,-1868539.625,-922940.8125
0,237,000007.XSHE,2015-12-31,2016-04-23,2015-12-31,9543502.0,9543502.0,,,,2792466.75,3185728.5,,,,,,,,428084.5312,-1606826.625,6156085.0,984067.75,-6354672.5,0.0,-732827.5,,,6018208.5,11946492.0,-10507649.0,31829.8008,28472350.0,1004972.8125,27467376.0,25681644.0,1785731.5,0.1112,0.1112,2328836.75,29796212.0,28010482.0,1785731.5
0,236,000007.XSHE,2016-03-31,2016-04-30,2016-03-31,8242022.0,8242022.0,,,,14300552.0,2464200.0,,,,,,,,609206.6875,,10700045.0,477061.25,50039.3516,22112578.0,3429230.5,,,19483278.0,3272.3,1771062.625,,17715488.0,6095345.0,11620143.0,7664533.5,3955609.0,0.0332,0.0332,405946.5312,12026089.0,8070480.5,3955609.0
0,98667,000007.XSHE,2016-06-30,2016-08-30,2016-06-30,8921879.0,8921879.0,,,,54746408.0,2720719.0,,,,,,,,318416.3125,,15231469.0,-1438249.875,37914056.0,16639374.0,2231649.5,,,-26953508.0,23862.0996,1262601.625,,-28192246.0,3682550.75,-31874798.0,-34329504.0,2454706.0,0.0135,-0.1487,-2008695.125,-33883492.0,-36338200.0,2454706.0
0,103918,000007.XSHE,2016-12-31,2017-04-19,2016-12-31,10639462.0,10639462.0,,,,24671312.0,4710644.0,,,,,,,,276008.5312,,12869045.0,3475961.25,3339654.0,-48023836.0,120260736.0,,,58205048.0,26108.3809,577742.0,102080.7031,57653412.0,2195033.0,55458380.0,60631240.0,-5172861.0,0.2625,0.2625,-1145760.625,56815208.0,61988068.0,-5172861.0
0,149021,000007.XSHE,2018-12-31,2019-04-30,2018-12-31,10182286.74,10182286.74,,,,53503231.43,3546647.33,,,,,,,,292575.56,,8999120.56,4323.9,40660564.08,,3471899.65,,,-40852603.04,775177.99,147901076.84,,-187978501.89,-482527.03,-187495974.86,-187551431.23,55456.37,-0.545,-0.545,,-187495974.86,-187551431.23,55456.37
0,148797,000007.XSHE,2019-03-31,2019-04-30,2019-03-31,9239141.41,9239141.41,,,,8854210.07,3030822.52,,,,,,,,263261.4,,6821696.88,4733.84,,10498649.94,864260.42,1628884.56,,11747841.7,1200.98,,,11749042.68,2875279.49,8873763.19,8888205.5,-14442.31,0.03,0.03,,8873763.19,8888205.5,-14442.31
0,152988,000007.XSHE,2019-06-30,2019-08-31,2019-06-30,11784297.92,11784297.92,,,,9800460.09,3134974.16,,,,,,,,253028.09,,5153699.24,-7545.97,,8125685.77,-6724375.18,2864696.71,,4700782.16,79736.24,,,-10647357.39,2360284.29,-13007641.68,-12993308.67,-14333.01,-0.04,-0.04,,-13007641.68,-12993308.67,-14333.01
0,194596,000007.XSHE,2020-09-30,2020-10-31,2020-09-30,12298943.17,12298943.17,,,,10574457.7,3658230.27,,,,,,,,259422.85,25605.53,6635972.56,-4773.51,,8723272.15,-7910040.25,12141973.15,,-3327894.86,392570.18,2984.94,,-2938309.62,12783827.7,-15722137.32,-15707315.89,-14821.43,-0.0453,-0.0453,,-15722137.32,-15707315.89,-14821.43
0,204663,000007.XSHE,2020-12-31,2021-04-29,2020-12-31,11537611.03,11537611.03,,,,8021201.49,2607212.06,,,,,,,,307908.12,558757.49,4563953.1,-16629.28,,23558109.68,-39395526.93,,,-79874978.13,-301410.0,23176.11,,-80199564.24,-2791503.13,-77408061.11,-77395329.25,-12731.86,-0.2234,-0.2234,,-99372061.11,-99359329.25,-12731.86
0,283,000008.XSHE,2016-03-31,2016-04-30,2016-03-31,212666576.0,212666576.0,,,,217163712.0,110803968.0,,,,,,,,5623899.0,23394216.0,79633176.0,-226850.9375,-2064707.25,-1382205.5,313327.0938,,,-5566005.5,22179260.0,227333.4375,21745.3691,16385922.0,4872807.5,11513114.0,11592552.0,-79437.7891,0.0029,0.0029,,11513114.0,11592552.0,-79437.7891
0,127893,000008.XSHE,2018-06-30,2018-08-25,2018-06-30,520985188.66,520985188.66,,,,507461433.94,268629735.46,,,,,,,,5700276.84,61372717.4,135275277.29,24475201.52,12008225.43,14811345.59,13665825.47,,,68455281.85,876264.06,105274.08,,69226271.83,15086000.0,54140271.83,50855969.59,3284302.24,0.0181,0.0181,,54140271.83,50855969.59,3284302.24
0,330,000009.XSHE,2016-03-31,2016-04-29,2016-03-31,1388897920.0,1379832192.0,9065782.0,,,1240300032.0,894246848.0,,,,,,,,20721928.0,99747944.0,140897120.0,69817888.0,14868284.0,-7370018.5,-30061706.0,1449987.5,,111166232.0,18149516.0,2411919.0,594668.125,126903832.0,19254732.0,107649104.0,30139112.0,77509984.0,0.02,0.02,-27959400.0,79689704.0,2110606.5,77579096.0
0,125338,000009.XSHE,2018-03-31,2018-04-28,2018-03-31,2033456791.47,2020831898.66,12624892.81,,,1832464397.15,1227391747.48,,,,,,,,80280358.35,179682148.69,214647060.44,115569324.85,14893757.34,-107507949.4,-7883782.92,-2329946.66,,99300944.57,9771001.72,1353867.23,,107718079.06,28525046.94,79193032.12,35233598.66,43959433.46,0.0164,0.0164,-24177955.23,55015076.89,11620197.43,43394879.46
0,378,000010.XSHE,2015-12-31,2016-04-27,2015-12-31,409536512.0,409536512.0,,,,403140864.0,294045184.0,,,,,,,,12341991.0,5326320.5,36528824.0,27968634.0,26929904.0,,6141702.0,,,12537349.0,34627516.0,1013166.25,41716.2305,46151700.0,15702683.0,30449016.0,30677714.0,-228697.9844,0.0495,0.0495,,30449016.0,30677714.0,-228697.9844
0,377,000010.XSHE,2016-03-31,2016-04-29,2016-03-31,121254640.0,121254640.0,,,,157689232.0,88704616.0,,,,,,,,1969562.0,8649653.0,25714104.0,32489146.0,162152.1719,,68054.7891,,,-36366536.0,332896.0,867341.3125,,-36900984.0,-3737187.5,-33163794.0,-32706656.0,-457139.5625,-0.0399,-0.0399,,-33163794.0,-32706656.0,-457139.5625
0,104586,000010.XSHE,2016-12-31,2017-04-22,2016-12-31,345497536.0,345497536.0,,,,445777088.0,255180496.0,,,,,,,,17614692.0,9543982.0,39654572.0,12430826.0,111352528.0,115000000.0,12669707.0,,,27390166.0,1241499.625,-65191.8203,219020.5312,28696858.0,10970219.0,17726638.0,17930258.0,-203619.5,0.0218,0.0218,,17726638.0,17930258.0,-203619.5
0,110839,000010.XSHE,2017-06-30,2017-08-29,2017-06-30,168394256.0,168394256.0,,,,190523568.0,121067640.0,,,,,,,,7764386.5,6372895.5,27251824.0,11543915.0,16522902.0,,,,,-22129304.0,256653.5938,27108.5293,66667.0,-21899758.0,-1481877.625,-20417882.0,-20052196.0,-365684.4688,-0.0245,-0.0245,,-20417882.0,-20052196.0,-365684.4688
0,124323,000010.XSHE,2018-03-31,2018-04-27,2018-03-31,80987934.76,80987934.76,,,,127944909.74,73571352.71,,,,,,,,1219760.11,10829457.97,29864475.11,12459863.84,,65511.96,40370.24,,,-46913246.38,195700.0,190293.22,,-46907839.6,9766.22,-46917605.82,-46564465.41,-353140.41,-0.0568,-0.0568,,-46917605.82,-46564465.41,-353140.41
0,149626,000010.XSHE,2019-06-30,2019-08-02,2019-06-30,273207488.67,273207488.67,,,,234527468.09,195179771.84,,,,,,,,381216.1,1496994.79,18728289.44,18154547.58,,,17664758.33,,,48726734.29,146369.62,37032.03,,48836071.88,25813980.03,23022091.85,7350255.05,15671836.8,0.009000000000000001,0.009000000000000001,,23022091.85,7350255.05,15671836.8
0,157177,000010.XSHE,2019-09-30,2019-10-31,2019-09-30,610656491.59,610656491.59,,,,527747505.03,482154051.65,,,,,,,,350160.26,1574491.83,25822051.02,17205073.58,,,-4784133.34,,,95847674.26,124501.78,1208179.0,,94763997.04,26527896.15,68236100.89,33431208.94,34804891.95,0.0408,0.0408,,68236100.89,33431208.94,34804891.95
0,170609,000010.XSHE,2020-03-31,2020-04-30,2020-03-31,70267945.69,70267945.69,,,,102181013.54,57197034.61,,,,,,,,997262.49,125315.49,22498969.0,21362431.95,,,,,,-29484977.97,18473752.45,350536.05,,-11361761.57,387823.65,-11749585.22,-11690209.16,-59376.06,-0.0143,-0.0143,,-11749585.22,-11690209.16,-59376.06
0,188588,000010.XSHE,2020-06-30,2020-08-25,2020-06-30,483043827.99,483043827.99,,,,431018888.26,386088149.4,,,,,,,,373438.08,34576.62,22570335.46,21952388.7,,,,,,66977642.73,-18386143.93,2086109.54,,46505389.26,13738497.64,32766891.62,20507498.86,12259392.76,0.0251,0.0251,,32766891.62,20507498.86,12259392.76
0,194395,000010.XSHE,2020-09-30,2020-10-30,2020-09-30,221637770.09,221637770.09,,,,192152977.25,148699019.1,,,,,,,,550773.5,28839.47,23395752.98,19478592.2,,,,,,56189092.72,55669.62,1197181.06,,55047581.28,19894391.01,35153190.27,17204336.17,17948854.1,0.021,0.021,,35153190.27,17204336.17,17948854.1
0,121431,000012.XSHE,2017-12-31,2018-04-23,2017-12-31,3088492349.0,3088492349.0,,,,2965459527.0,2387265645.0,,,,,,,,30874925.0,92542217.0,306756439.0,81592191.0,66428110.0,,-2.0,,,181146363.0,-43298299.0,3275577.0,,134572487.0,27758797.0,106813690.0,114376941.0,-7563251.0,0.02,0.02,-758106.0,106055584.0,113618835.0,-7563251.0
0,154937,000012.XSHE,2019-09-30,2019-10-28,2019-09-30,2773417909.0,2773417909.0,,,,2464522217.0,2029994395.0,,,,,,,,29661141.0,93556963.0,149384270.0,72471653.0,,,,,,209230163.0,2790510.0,1162203.0,,210858470.0,35530123.0,175328347.0,166970717.0,8357630.0,0.06,0.05,1699294.0,177027641.0,168670011.0,8357630.0
0,124815,000016.XSHE,2018-03-31,2018-04-28,2018-03-31,7773238729.83,7773238729.83,,,,7882064997.46,7144813360.27,,,,,,,,13589602.99,515116761.9,162232118.05,61086438.88,-14773284.63,34142182.67,36786042.34,6970000.0,,41529631.36,84351129.33,2031498.28,,123849262.41,19428807.03,104420455.38,55758297.4,48662157.98,0.0232,0.0232,9213157.17,113633612.55,65632421.92,48001190.63
0,169886,000016.XSHE,2020-03-31,2020-04-30,2020-03-31,7806520237.49,7806520237.49,,,,8238718867.67,7239731075.92,,,,,,,,15308409.56,474319677.27,240679941.63,179140039.72,,,54859916.67,,,-286430982.62,6708221.29,329999.39,,-280052760.72,-5687275.24,-274365485.48,-220602940.37,-53762545.11,-0.0916,-0.0916,305885.47,-274059600.01,-221816108.44,-52243491.57
0,98675,000017.XSHE,2016-06-30,2016-08-26,2016-06-30,43774756.0,43774756.0,,,,43519020.0,40089852.0,,,,,,,,46625.9609,1996026.375,1419238.125,-7830.7202,-24888.2793,,,,,255732.3594,146626.0,1509.0,,400849.375,94557.5469,306291.8125,302000.6562,4291.1602,0.0005,0.0005,,306291.8125,302000.6562,4291.1602
0,152150,000017.XSHE,2019-06-30,2019-08-29,2019-06-30,16320324.74,16320324.74,,,,17043920.88,15065166.69,,,,,,,,15805.25,611614.36,1400220.14,-48885.56,,,,,,-700459.67,90231.0,,,-610278.67,,-606126.31,-432171.8,-173954.51,-0.0007,-0.0007,,-606126.31,-432171.8,-173954.51
0,129335,000018.XSHE,2018-06-30,2018-08-31,2018-06-30,663528834.32,663528834.32,,,,738244102.48,617488886.97,,,,,,,,1482554.88,13595387.4,54774607.13,53751241.5,-2848575.4,,-8666507.64,,,-83381775.8,-9268232.59,232347.67,,-92882356.07,-17165312.65,-75717043.42,-74524173.03,-1192870.39,-0.0439,-0.0439,1042245.64,-74674797.78,-73481927.39,-1192870.39
0,149023,000018.XSHE,2018-12-31,2019-04-30,2018-12-31,167932497.97,167932497.97,,,,1323060588.01,478827097.05,,,,,,,,1938271.73,9837688.64,126574244.46,205609907.09,500273379.04,,25048025.5,,,-1276402404.87,-76366184.23,394782114.9,,-1747550704.0,-4417324.43,-1743133379.57,-1730222370.37,-12911009.2,-1.0190000000000001,-1.0190000000000001,-645614.72,-1743778994.29,-1730867985.09,-12911009.2
0,148799,000018.XSHE,2019-03-31,2019-04-30,2019-03-31,152514127.64,152514127.64,,,,281478853.3,129968630.28,,,,,,,,426847.49,678202.81,47113359.52,100755300.95,2536512.25,,,,,-128964725.66,,,,-128964725.66,,-128964725.66,-128964725.66,,-0.08,-0.08,,-128964725.66,-128964725.66,
0,153755,000018.XSHE,2019-09-30,2019-10-21,2019-09-30,67835920.24,67835920.24,,,,232413362.88,42584647.26,,,,,,,,174711.44,2282607.8,20578733.98,166792662.4,,,,,73554770.66,-109116749.25,,3190954.16,,-112307703.41,-501315.52,-111806387.89,-111806387.89,,-0.0658,-0.0658,,-111806387.89,-111806387.89,
0,99336,000019.XSHE,2016-09-30,2016-10-25,2016-09-30,77232024.0,77232024.0,,,,93359160.0,62888372.0,,,,,,,,372904.4375,10718720.0,19918386.0,-635161.3125,95942.2109,-28381.2109,-378656.0625,-535378.3125,,-16534173.0,1573493.75,9284.1699,6284.1699,-14969964.0,146032.5469,-15115996.0,-12459833.0,-2656163.75,-0.0276,-0.0276,,-15115996.0,-12459833.0,-2656163.75
0,98676,000020.XSHE,2016-06-30,2016-08-31,2016-06-30,171839344.0,171839344.0,,,,163799776.0,146876624.0,,,,,,,,461599.7812,2842101.5,13359867.0,259590.4219,,,,,,8039559.0,1016057.0,4251.6802,,9051364.0,2248343.75,6803020.5,6803020.5,,0.024,0.024,,6803020.5,6803020.5,
0,99950,000020.XSHE,2016-09-30,2016-10-27,2016-09-30,147394896.0,147394896.0,,,,151575232.0,132744736.0,,,,,,,,386654.0,2606106.0,13547556.0,2290176.0,,,,,,-4180330.0,569981.6875,4645.46,2641.3,-3614993.75,-851406.0625,-2763587.75,-2763587.75,,-0.0098,-0.0098,,-2763587.75,-2763587.75,
0,104930,000020.XSHE,2016-12-31,2017-04-25,2016-12-31,162234352.0,162234352.0,,,,158198784.0,137703472.0,,,,,,,,3594534.5,3525429.0,9418056.0,410342.25,3546936.75,,333974.0625,,,4369543.5,3444813.5,5173522.0,19032.9199,2640835.25,1692493.5,948341.75,948341.75,,0.0034,0.0034,,948341.75,948341.75,
0,847,000022.XSHE,2016-03-31,2016-04-27,2016-03-31,441414720.0,441414720.0,,,,291965472.0,236654752.0,,,,,,,,1792311.875,,40542016.0,12952880.0,23509.3594,,27668676.0,27668676.0,,177117920.0,1663517.125,338088.5,337226.5,178443344.0,24716392.0,153726960.0,121221008.0,32505948.0,0.188,0.188,-292500.0,153434448.0,120928504.0,32505948.0
0,114062,000022.XSHE,2017-09-30,2017-10-30,2017-09-30,686261296.41,686261296.41,,,,415812663.03,362657769.19,,,,,,,,1853478.88,,43776276.53,6929915.97,595222.47,,10394304.35,-12822807.5,,280842937.73,1113569.34,126565.9,77822.89,281829941.17,42575036.56,239254904.61,164362034.13,74892870.48,0.255,0.255,7500.0,239262404.61,164369534.13,74892870.48
0,895,000023.XSHE,2015-12-31,2016-03-10,2015-12-31,367523808.0,367523808.0,,,,355143968.0,296902304.0,,,,,,,,4150315.75,2997859.75,43026232.0,4631309.5,3435941.75,,,,,12379859.0,787391.375,11683703.0,9857136.0,1483546.875,3012092.75,-1528545.75,-512674.375,-1015871.375,-0.0034,-0.0034,,-1528545.75,-512674.375,-1015871.375
0,155150,000023.XSHE,2019-09-30,2019-10-29,2019-09-30,435749280.35,435749280.35,,,,400743319.72,372685037.69,,,,,,,,3396226.82,2407084.03,13825674.47,8429296.71,,,5643066.84,,,41568204.01,274113.33,151042.63,,41691274.71,10505559.09,31185715.62,23087873.46,8097842.16,0.166,0.166,,31185715.62,23087873.46,8097842.16
0,192384,000023.XSHE,2020-09-30,2020-10-28,2020-09-30,437038159.89,437038159.89,,,,414332199.88,387283227.79,,,,,,,,3251182.13,3085954.29,12772203.46,4978012.15,,,-213913.7,,,22751601.36,205738.29,379918.83,,22577420.82,5989955.93,16587464.89,10147797.24,6439667.65,0.073,0.073,,16587464.89,10147797.24,6439667.65
0,942,000025.XSHE,2015-12-31,2016-04-15,2015-12-31,71916040.0,71916040.0,,,,64543044.0,48162308.0,,,,,,,,1825249.5,1957733.125,11877859.0,-974231.125,1694126.625,,18219508.0,14020165.0,,25592502.0,451710.7188,98421.7891,36323.2383,25945790.0,1535882.875,24409908.0,24073658.0,336248.625,0.085,0.085,,24409908.0,24073658.0,336248.625
0,106606,000025.XSHE,2017-03-31,2017-04-28,2017-03-31,81147768.0,81147768.0,,,,74807664.0,60898412.0,,,,,,,,1202109.5,3291921.0,9300078.0,115142.8125,,,-2460564.5,-2883096.0,,3879542.0,26272.8691,6919.7998,6919.7998,3898895.0,266834.9688,3632060.25,4494980.5,-862920.125,0.0151,0.0151,,3632060.25,4494980.5,-862920.125
0,99338,000033.XSHE,2016-09-30,2016-10-25,2016-09-30,25321682.0,25321682.0,,,,22202896.0,15717135.0,,,,,,,,215687.625,949180.1875,5270238.5,-18148.8105,68803.9688,,,,,3118784.75,399412.2188,37520.0,,3480677.0,358028.7188,3122648.25,3122648.25,,0.0073,0.0073,,3122648.25,3122648.25,
0,144192,000037.XSHE,2019-03-31,2019-04-23,2019-03-31,152975230.74,152975230.74,,,,187113939.8,159111562.68,,,,,,,,1387607.12,1053802.16,20641767.6,4919200.24,,,-431753.1,,,-33516269.31,104485.7,25188.07,,-33436971.68,973552.89,-34410524.57,-28373168.62,-6037355.95,-0.05,-0.05,,-34410524.57,-28373168.62,-6037355.95
0,103667,000038.XSHE,2016-12-31,2017-04-15,2016-12-31,385508096.0,385508096.0,,,,241813872.0,189630080.0,,,,,,,,18265222.0,8559571.0,16915992.0,-2752161.5,11195172.0,,3178601.25,,,146872832.0,1617530.75,1075853.125,317997.5312,147414496.0,24110194.0,123304304.0,124528000.0,-1223688.5,0.4474,0.4474,,123304304.0,124528000.0,-1223688.5
0,121151,000038.XSHE,2017-12-31,2018-04-21,2017-12-31,441445297.58,441445297.58,,,,343608250.88,306832538.43,,,,,,,,3086941.02,7052708.66,15971260.73,-10896551.83,21561353.87,,10211785.47,,,108048832.17,1941442.58,89432.36,,109900842.39,18730374.07,91170468.32,91453731.91,-283263.59,0.1528,0.1528,,91170468.32,91453731.91,-283263.59
0,126946,000038.XSHE,2018-06-30,2018-08-21,2018-06-30,779289249.88,779289249.88,,,,700662646.82,669313079.19,,,,,,,,4051311.62,6858329.72,19151270.92,-10810621.77,12099277.14,,3465178.22,,,82091781.28,12141.97,53220.26,,82050702.99,15180566.57,66870136.42,67126649.32,-256512.9,0.1284,0.1284,,66870136.42,67126649.32,-256512.9
0,150830,000038.XSHE,2019-06-30,2019-08-24,2019-06-30,495934902.31,495934902.31,,,,469822356.3,460551541.52,,,,,,,,1657430.97,-504137.78,15870787.69,-2258978.79,,,31661.92,,,12930492.59,102321.51,7608.38,,13025205.72,6870281.98,6154923.74,6124363.41,30560.33,0.0118,0.0118,,6154923.74,6124363.41,30560.33
0,157440,000038.XSHE,2019-09-30,2019-10-31,2019-09-30,390415491.21,390415491.21,,,,376198656.25,364563949.46,,,,,,,,898345.28,4058867.45,13169450.99,-6676179.11,,,615022.33,,,-2980603.0,237.08,14823.98,,-2995189.9,5251340.17,-8246530.07,-7997321.49,-249208.58,-0.0153,-0.0153,,-8246530.07,-7997321.49,-249208.58
0,165819,000038.XSHE,2019-12-31,2020-04-23,2019-12-31,361248694.65,361248694.65,,,,314805108.79,307943679.56,,,,,,,,1160291.11,791640.89,10245482.38,-5911648.59,,,38663436.34,,,78005083.62,50741036.34,673421.74,,128072698.22,7099535.03,120973163.19,119472770.89,1500392.3,0.2285,0.2285,,120973163.19,119472770.89,1500392.3
0,188711,000038.XSHE,2020-06-30,2020-08-25,2020-06-30,341788309.36,341788309.36,,,,311807287.21,299657846.32,,,,,,,,711085.63,4843180.51,11303499.52,-4884128.57,,,1561982.63,,,21383103.68,38352884.55,83600.0,,59652388.23,3827629.94,55824758.29,52266808.06,3557950.23,0.1,0.1,,55824758.29,52266808.06,3557950.23
0,100312,000039.XSHE,2016-09-30,2016-10-28,2016-09-30,11439770624.0,11439770624.0,,,,11116180480.0,9259971584.0,,,,,,,,45348000.0,569393024.0,985603008.0,131355000.0,124509000.0,143578000.0,-72744000.0,6663000.0,,394424992.0,73246000.0,34555000.0,23933000.0,433116000.0,186118000.0,246998000.0,188403008.0,58595000.0,0.0545,0.0545,45028000.0,292025984.0,245464992.0,46561000.0
0,170772,000040.XSHE,2020-03-31,2020-04-30,2020-03-31,559073338.24,559073338.24,,,,637908587.78,449045534.54,,,,,,,,2720633.49,1983047.8,42421877.42,138434258.58,,,15504967.98,14736.53,,-44918095.46,264430.58,3000390.6,,-47654055.48,4181673.59,-51835729.07,-53592586.18,1756857.11,-0.036000000000000004,-0.036000000000000004,-428154.73,-52263883.8,-54029745.16,1765861.36
0,206435,000040.XSHE,2020-12-31,2021-04-30,2020-12-31,967040892.36,967040892.36,,,,1184829790.07,918273976.36,,,,,,,,-4350.56,528166.11,55186163.76,195124211.7,,,-108586591.53,-35958.6,,-858313474.1,19367448.42,20040897.23,,-858986922.91,-19873789.93,-839113132.98,-821694780.63,-17418352.35,-0.5526,-0.5526,339386.92,-838773746.06,-821336494.06,-17437252.0
0,1694,000042.XSHE,2015-12-31,2016-03-29,2015-12-31,1897074432.0,1897074432.0,,,,1843828736.0,1248378880.0,,,,,,,,241328848.0,138793520.0,120900776.0,79182264.0,15244450.0,,12292717.0,12292717.0,,65538420.0,928499.25,7273049.0,270972.1562,59193868.0,72609544.0,-13415671.0,-12089945.0,-1325725.875,-0.0237,-0.0237,814833.875,-12600837.0,-11275111.0,-1325725.875
0,124508,000042.XSHE,2017-12-31,2018-04-27,2017-12-31,4614923832.01,4614923832.01,,,,4009781049.84,2541685879.06,,,,,,,,817804233.6,110159244.52,169270195.45,323720490.47,47141006.74,,47137676.48,3005806.89,,662847902.56,-5234757.48,49086433.73,,608526711.35,245292054.91,363234656.44,370779740.91,-7545084.47,0.5577,0.5577,-11224846.55,352009809.89,359554894.36,-7545084.47
0,131864,000042.XSHE,2018-09-30,2018-10-30,2018-09-30,1132541480.98,1132541480.98,,,,1014734300.97,539779049.24,,,,,,,,168101789.17,68131285.02,110100146.7,120010453.96,8611576.88,,-28906071.01,-33601655.86,,89103364.13,2685922.14,1176385.15,,90612901.12,48357291.01,42255610.11,39493430.5,2762179.61,0.0594,0.0594,27409016.7,69664626.81,66902447.2,2762179.61
0,146151,000042.XSHE,2019-03-31,2019-04-27,2019-03-31,1415067296.01,1415067296.01,,,,1060711405.77,594751859.72,,,,,,,,215059423.63,33352729.28,111222821.5,105732750.7,591820.94,,-34552018.91,6368261.67,,319870598.91,2126526.67,5548668.76,,316448456.82,114631408.41,201817048.41,231879742.8,-30062694.39,0.3488,0.3488,-14256333.22,187560715.19,217623409.58,-30062694.39
0,133121,000046.XSHE,2018-09-30,2018-10-31,2018-09-30,2986185445.27,1324106553.07,-61434674.29,830330308.81,447416939.35,2824212113.93,574103097.05,,223216581.79,,462460371.65,-92423321.29,,434237.58,231643238.97,37541139.85,1049543668.9,435810253.21,-98117153.78,-3741578.37,222384860.55,377401726.16,,385871498.67,38391751.44,6284953.12,,417978296.99,-95536699.91,513514996.9,483544380.22,29970616.68,0.09300000000000001,0.09300000000000001,-397682865.32,115832131.58,-45009416.58,160841548.16
0,143360,000046.XSHE,2018-12-31,2019-04-17,2018-12-31,4329034568.85,2515268560.41,18780206.42,876227118.6,640255714.11,5767864744.3,1365401422.39,,204583966.45,,527901207.37,-93839796.6,,6323986.61,353633955.48,83762481.28,886385684.8,811931132.11,1670902241.68,282732499.61,214676437.04,215015801.6,,-682944155.98,135453839.35,114502314.0,,-661992630.63,199505494.21,-861498124.84,-886328588.89,24830464.05,-0.1706,-0.1706,-359891934.38,-1221390059.22,-1160183268.25,-61206790.97
0,190423,000046.XSHE,2020-06-30,2020-08-29,2020-06-30,3128086928.11,161223648.71,56034052.46,1227939725.67,887593492.77,3307199124.82,108896670.91,,229476663.78,,753343035.06,-42373738.34,,11685654.33,31577836.78,13101718.39,1299729156.16,901762127.75,,219861064.13,442049461.2,396433772.23,,-133420716.2,2471587.21,6948869.27,,-137897998.26,76753161.25,-214651159.51,-287844290.78,73193131.27,-0.0554,-0.0554,46942473.37,-167708686.14,-245588420.96,77879734.82
0,194619,000046.XSHE,2020-09-30,2020-10-31,2020-09-30,3765680604.77,634119715.66,94175881.86,1216289277.99,1313656925.97,4428460100.54,426166523.69,,250956338.76,,758206107.58,-67692173.61,,4500125.41,136441352.48,58859809.67,1399815234.97,1461206781.59,,538734978.08,398157189.84,336882163.29,,184578994.89,2165452.85,93821832.8,,92922614.94,123071280.16,-30148665.22,-200490050.23,170341385.01,-0.0386,-0.0386,-205277620.0,-235426285.22,-274886343.18,39460057.96
