,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
0,24937,002060.XSHE,2015-09-30,2015-10-28,2015-09-30,0.0272,15939992.61,23962270.82,1570180.77,0.64,0.63,0.13,1.14,11.46,98.42,1.68,1.14,,1.92,4.67,84.25,5.52,97.34,110.61,6.86,434.75,20.1,21.99,20.1,21.99,8.4,-37.72,0.83,-46.18,-1.77,-48.45
0,113938,002060.XSHE,2017-09-30,2017-10-20,2017-09-30,0.0159,18164888.27,21905860.64,215812.75,0.6914,0.6573,0.1192,1.0997,9.5198,98.8082,1.3825,1.0997,,2.3539,4.9013,83.7056,0.8247,95.0619,73.9496,-8.7813,-736.8075,23.928,21.0795,23.928,21.0795,59.9027,-38.7817,25.7071,-37.1329,16.2966,-38.3589
0,132007,002060.XSHE,2018-09-30,2018-10-23,2018-09-30,0.0221,28539824.7,32276523.12,-1027793.64,0.91,0.98,0.15,1.4,10.38,98.35,1.75,1.4,,2.51,5.36,107.27,-3.42,107.62,118.08,15.04,912.6,6.56,30.27,6.56,30.27,50.02,-41.03,35.55,-31.6,38.78,-33.91
0,115154,002061.XSHE,2017-09-30,2017-10-27,2017-09-30,0.158,96657453.8,118111549.48,98254.44,3.5418,3.4492,2.0355,8.4909,26.2572,89.8957,10.2863,8.4909,1.8062,6.4163,1.6372,97.5683,0.0812,97.3858,87.9022,29.0052,287.0586,28.1003,-2.5324,28.1003,-2.5324,314.6853,-14.592,286.8839,-30.0149,286.8839,-30.0149
0,328759,002061.XSHE,2020-06-30,2020-08-28,2020-06-30,0.1918,257234918.35,332284621.48,28145892.2,3.36,3.27,0.9,3.22,7.74,96.14,4.42,3.22,0.26,1.63,0.7,87.57,7.42,97.48,61.69,2.14,55.42,31.16,80.38,31.16,80.38,46.78,1257.93,48.0,12378.38,44.27,2565.3
0,25014,002062.XSHE,2015-12-31,2016-03-26,2015-12-31,0.0757,58574953.27,86419791.44,-2864491.44,2.53,2.48,0.44,2.54,15.39,96.63,3.25,2.54,0.31,1.37,1.47,101.82,-3.37,98.25,90.04,20.44,607.26,4.29,7.03,4.29,7.03,-10.93,21.04,-8.61,16.14,-10.55,5.86
0,129443,002062.XSHE,2018-06-30,2018-08-23,2018-06-30,0.0648,61610819.63,43879098.7,28151725.09,2.52,2.17,0.56,3.72,5.82,97.77,3.67,3.72,0.05,2.2,1.54,51.44,33.0,86.24,108.66,24.8,1109.86,8.35,-7.32,8.35,-7.32,-11.66,-23.63,30.44,-8.99,40.38,-12.11
0,242390,002062.XSHE,2019-03-31,2019-04-24,2019-03-31,0.0858,95262140.51,113383086.72,-362614.82,3.11,3.13,0.64,3.71,9.32,95.47,4.52,3.71,0.18,1.77,0.94,101.0,-0.32,100.7,109.86,-12.98,-286.65,18.23,-23.93,18.23,-23.93,19.97,-58.96,15.7,376.59,16.38,22.37
0,253245,002062.XSHE,2019-06-30,2019-08-22,2019-06-30,0.0535,57048590.09,62187219.21,-22763.84,1.93,1.86,0.37,2.98,11.07,96.67,3.46,2.98,0.08,1.38,0.75,96.28,-0.04,96.64,96.21,-8.8,-264.09,-4.9,-25.45,-4.9,-25.45,-10.28,-42.89,-24.0,-40.22,-17.37,-37.6
0,290080,002062.XSHE,2019-12-31,2020-04-25,2019-12-31,0.107,115068084.03,229172390.45,2671103.74,3.72,3.63,0.77,2.47,8.95,95.23,3.27,2.47,0.07,0.55,1.48,146.19,1.7,97.54,109.55,27.94,585.76,45.9,73.57,45.9,73.57,-42.95,-16.74,453.07,-1.58,52.6,48.93
0,102007,002063.XSHE,2016-09-30,2016-10-26,2016-09-30,0.0383,21763490.51,17349961.99,402741.26,1.3,1.25,1.1,11.26,70.71,91.6,8.59,11.26,20.36,37.83,-0.35,73.42,1.7,95.97,67.75,-36.35,-432.85,11.4,-36.56,11.4,-36.56,223.1,-66.2,469.86,-62.34,2859.27,-66.06
0,242540,002064.XSHE,2018-12-31,2019-04-24,2018-12-31,0.0515,72102651.2,55308887.02,6674914.35,2.3,1.92,1.48,8.05,22.41,94.85,7.25,8.05,2.45,4.02,0.47,70.16,8.47,83.45,86.34,37.87,735.45,-3.7,-7.15,-3.7,-7.15,-15.1,-41.25,-17.5,-21.93,-17.5,-21.93
0,113469,002065.XSHE,2017-06-30,2017-08-30,2017-06-30,0.0929,125271352.0,128271384.0,-37860.1992,1.6197,1.3911,1.1012,11.833,32.2556,89.6416,10.3554,11.833,5.1082,16.1502,0.5603,79.0807,-0.0233,85.8855,107.3092,8.9964,86.8514,11.1022,-3.2948,11.1022,-3.2948,-12.5816,-74.8605,-4.1757,-68.5381,-4.3896,-68.7508
0,115155,002065.XSHE,2017-09-30,2017-10-27,2017-09-30,0.0916,285730619.24,302447555.18,-203149.68,3.1603,3.1384,2.063,16.9414,35.0735,82.3026,17.6855,16.9414,4.1041,12.3652,0.6653,95.742,-0.0643,99.3075,102.5065,1.0986,6.2074,20.0025,38.0078,20.0025,38.0078,-3.7353,135.6984,-4.0163,97.5872,-5.8498,97.2617
0,123323,002065.XSHE,2018-03-31,2018-04-21,2018-03-31,0.0428,130788560.5,110597289.44,-265284.91,1.5012,1.4594,0.9182,9.3375,31.1839,92.1006,9.3322,9.3375,5.7435,16.6054,0.7844,81.4909,-0.1955,97.215,101.4147,-51.7674,-655.3326,9.3361,-54.2802,9.3361,-54.2802,-74.3853,171.8593,-71.9304,155.2762,-71.1767,156.8762
0,112581,002067.XSHE,2017-06-30,2017-08-26,2017-06-30,0.09699999999999999,105198288.0,73841776.0,5211631.0,3.0978,3.0704,1.9625,8.2427,14.9662,94.6345,11.5724,8.2427,3.1161,3.6165,1.6455,55.3663,3.9077,99.1171,86.2205,14.2287,265.1859,48.4821,41.2649,48.4821,41.2649,1605.0898,23.0507,732.5509,-20.4236,628.7876,-18.2941
0,25291,002069.XSHE,2014-12-31,2015-04-28,2014-12-31,-0.5301,-223873311.66,-275352413.0,-1506216.81,-28.72,-17.06,-7.49,-57.05,5.1,141.14,-41.37,-57.05,11.28,11.23,8.48,110.49,0.6,59.39,108.52,21.07,-51.2,-11.23,-10.31,-11.23,-10.31,-2518.15,29.17,-1227.76,55.65,-1211.98,56.21
0,25290,002069.XSHE,2015-03-31,2015-04-30,2015-03-31,-0.0132,-49442826.35,-55618869.48,,-0.84,-4.39,-0.17,-1.34,14.35,108.87,-8.87,-1.34,8.35,8.08,6.79,648.25,,524.78,107.88,13.05,-147.13,4.84,-6.33,4.84,-6.33,-303.43,79.91,-130.78,97.8,-133.69,97.5
0,103577,002069.XSHE,2016-09-30,2016-10-29,2016-09-30,0.0354,15100185.75,6010870.12,12588633.77,2.68,1.61,0.56,2.88,14.97,99.29,2.21,2.88,4.91,4.52,4.59,21.51,45.05,60.05,98.1,21.0,2946.98,14.5,19.85,14.5,19.85,143.42,283.68,999999.9999,58.64,1701.47,57.96
0,127687,002069.XSHE,2018-03-31,2018-04-28,2018-03-31,-0.0127,-13099605.42,-13019595.3,5893.14,-2.6301,-3.8288,-0.2446,-1.3114,13.7149,101.8298,-1.2276,-1.3114,5.3478,4.5312,5.4853,146.7002,-0.0664,145.5749,108.6097,11.0221,-602.3714,5.9389,-19.3908,5.9389,-19.3908,-226.5901,95.04299999999999,-445.3647,98.8379,-344.1784,98.8759
0,329183,002069.XSHE,2020-06-30,2020-08-29,2020-06-30,0.051,-10299402.41,34320471.51,41841064.01,147.8,-41.98,2.13,9.64,22.91,94.45,11.18,9.64,4.56,7.8,4.47,50.21,61.21,-28.4,108.07,31.57,568.3,-15.31,55.06,-15.31,55.06,104.73,2543.83,103.95,2430.12,85.46,876.35
0,25328,002070.XSHE,2015-06-30,2015-08-26,2015-06-30,-0.043,-30305282.4,-40081016.86,-195.18,-3.35,-3.71,-0.98,-15.82,7.57,122.26,-22.26,-15.82,3.2,14.18,15.8,113.05,0.0,110.87,169.79,27.31,-122.65,-60.17,2.19,-60.17,2.19,-218.08,-54.05,-195.59,-54.67,-191.3,-56.55
0,113200,002070.XSHE,2017-06-30,2017-08-29,2017-06-30,-0.0843,-52714904.0,-66460548.0,467232.5,-8.6846,-8.5502,-1.9827,-27.0513,8.9192,133.4717,-33.2364,-27.0513,2.7331,13.5234,16.3868,103.4363,-0.7272,98.4518,91.5938,13.69,-40.9001,14.8544,-9.9003,14.8544,-9.9003,-264.7955,-236.5845,-243.5013,-276.5628,-249.6325,-246.1118
0,116996,002070.XSHE,2017-09-30,2017-10-31,2017-09-30,-0.1133,-77685149.2,-91139865.52,0.0,-13.0689,-14.1007,-2.7068,-44.1428,-11.1071,155.546,-55.54600000000001,-44.1428,3.3031,19.6824,26.0857,100.2579,0.0,107.8949,67.1787,-0.8095,1.4573,-17.8274,-17.3639,-17.8274,-17.3639,-517.5101,-38.1047,-429.4305,-34.8473,-452.1294,-34.4705
0,127688,002070.XSHE,2018-03-31,2018-04-28,2018-03-31,-0.0805,-50710284.42,-53150278.79,470956.81,9.164,9.0825,-2.7174,-111.62299999999999,12.1399,212.928,-110.8859,-111.62299999999999,2.8514,55.3447,63.2196,100.9608,-0.8946,99.11,222.8238,20.2865,-17.9641,-78.643,-72.4706,-78.643,-72.4706,-166.1792,91.5444,-268.3169,94.1597,-230.7385,94.3089
0,131056,002070.XSHE,2018-06-30,2018-08-30,2018-06-30,-0.10400000000000001,-62742340.42,-62602722.96,463877.49,10.72,10.18,-3.48,-96.06,23.87,190.52,-89.27,-96.06,2.41,47.26,51.1,95.8,-0.71,95.0,70.34,-23.23,25.66,-65.17,46.94,-65.17,46.94,4.48,-18.29,-23.68,-26.45,-23.35,-29.09
0,247523,002070.XSHE,2018-12-31,2019-04-30,2018-12-31,-0.631,-298303492.15,-322904089.02,471976.82,44.39,33.03,-23.61,-849.26,-10.64,767.99,-642.9,-849.26,4.57,53.11,57.89,76.18,-0.11,74.41,20.15,-52.13,7.8,-71.73,31.19,-71.73,31.19,50.01,-446.08,54.36,-620.59,55.41,-632.37
0,112748,002071.XSHE,2017-06-30,2017-08-28,2017-06-30,0.1001,52153716.0,78075968.0,,6.0239,5.9752,2.026,41.8469,31.4324,46.827,53.173,41.8469,4.2196,6.6633,9.4717,99.2011,,99.1917,116.8979,-65.6932,-123.5461,-57.0719,26.2597,-57.0719,26.2597,15.7665,291.5505,-9.4185,220.248,9.9984,326.3964
0,246378,002071.XSHE,2018-12-31,2019-04-29,2018-12-31,-1.0015,-539284546.89,-513300457.16,-192489.85,-104.92,-107.53,-15.3,-102.62,21.63,201.8,-101.48,-102.62,2.06,7.27,8.55,102.51,0.04,102.49,108.9,11.96,-11.75,-2.8,37.23,-2.8,37.23,-10492.24,-844.82,-770.11,-1021.63,-1008.87,-1257.17
0,246127,002071.XSHE,2019-03-31,2019-04-29,2019-03-31,0.0208,10935678.39,11580611.79,-481552.58,4.48,4.48,0.45,15.64,41.02,86.2,13.64,15.64,6.97,13.18,3.64,74.92,-3.12,100.0,253.75,68.36,495.43,-63.95,-83.35,-63.95,-83.35,-68.49,102.24,-53.72,102.54,-40.6,102.08
0,254185,002071.XSHE,2019-06-30,2019-08-27,2019-06-30,-0.0455,-26736677.15,-18912302.72,3398146.36,-10.06,-11.26,-0.67,-11.97,30.94,112.0,-9.24,-11.97,5.97,8.12,28.09,174.28,-31.31,111.94,133.57,29.69,-247.31,-53.96,87.69,-53.96,87.69,-120.05,-227.11,-130.46,-243.65,-149.7,-318.42
0,294757,002071.XSHE,2020-03-31,2020-04-30,2020-03-31,-0.0471,-27599396.21,-31520821.09,,3.15,3.52,-1.91,-71.82,6.43,186.4,-83.78,-71.82,6.26,27.09,59.25,122.99,,111.56,169.89,15.13,-17.51,-56.53,-74.37,-56.53,-74.37,-367.01,96.25,-299.57,97.12,-326.23,97.26
0,339247,002071.XSHE,2020-09-30,2020-10-31,2020-09-30,-0.0504,-63869225.55,-50125438.78,,3.18,7.67,-2.12,-58.03,-10.36,209.07,-156.83,-58.03,6.75,27.97,63.86,196.12,,241.13,124.03,25.36,-23.25,-57.02,195.62,-57.02,195.62,-122.97,-173.21,10.68,-14.09,7.04,-14.3
0,378043,002071.XSHE,2020-12-31,2021-04-29,2020-12-31,-0.3346,-115494150.35,-12547032.0,,18.82,12.36,-16.77,-305.99,-11.12,120.07,-150.4,-305.99,7.92,33.41,-32.48,8.3,,65.69,64.64,6.59,-32.85,-56.09,36.03,-56.09,36.03,88.47,-30.46,78.95,-617.3,80.54,-563.76
0,98605,002072.XSHE,2016-06-30,2016-08-20,2016-06-30,0.2756,-20150133.92,-20180306.95,31994.53,51.42,-21.36,6.89,4149.24,-17.53,1826.11,-1723.37,4149.24,,429.42,1244.31,-41.6,0.07,-41.54,871.45,-378.88,21.95,-95.31,-71.89,-95.31,-71.89,47.92,-77.85,225.38,524.64,225.38,524.64
0,101602,002072.XSHE,2016-09-30,2016-10-24,2016-09-30,-0.025,-4377234.26,-3909123.84,-10689.26,-3.78,-3.76,-0.61,-76.04,33.79,167.6,-67.78,-76.04,2.59,34.77,63.94,99.22,0.27,99.54,98.16,-69.37,102.62,-55.46,394.65,-55.46,394.65,76.62,80.55,73.78,-109.06,73.78,-109.06
0,132377,002072.XSHE,2018-09-30,2018-10-25,2018-09-30,-0.0397,-6986792.57,-6519908.44,-466284.13,-14.72,-14.72,-1.01,-118.19,16.28,210.29,-118.18,-118.19,5.94,30.45,90.08,93.32,6.67,100.0,104.67,13.64,-12.37,-78.14,-39.74,-78.14,-39.74,-363.27,-8.25,-439.17,-7.13,-439.17,-52.62
0,247524,002072.XSHE,2018-12-31,2019-04-30,2018-12-31,-1.3265,-226111071.15,-226794762.43,-1073313.97,320.92,310.82,-41.34,708.07,-1.21,-587.4,680.3,708.07,-1.06,-11.2,-39.74,97.83,0.46,96.85,-946.54,51.46,7.49,-70118.02,-658.11,-70118.02,-658.11,-488.57,-3112.8,-484.34,-3243.6,-485.1,-3241.37
0,247326,002072.XSHE,2019-03-31,2019-04-30,2019-03-31,-0.0218,-3831275.22,-3831275.22,,2.0,2.0,-0.88,-157.92,11.19,257.91,-157.91,-157.92,7.88,43.4,117.59,99.99,,99.99,57.53,-88.77,56.22,-94.27,107.35,-94.27,107.35,16.74,98.29,18.01,98.36,26.34,98.36
0,253247,002072.XSHE,2019-06-30,2019-08-21,2019-06-30,-0.0687,-10705216.9,-7279777.32,,6.06,5.37,-2.88,-80.43,8.01,148.44,-67.65,-80.43,,16.69,23.13,60.63,,88.57,65.21,-47.0,97.02,53.18,519.37,53.18,519.37,-57.51,-165.33,-85.33,-215.46,-164.02,-215.46
0,295195,002072.XSHE,2019-12-31,2020-04-30,2019-12-31,0.1557,-2749799.82,-2464080.29,494681.04,-29.66,2.98,5.37,-46.82,-6.3,95.79,4.52,-46.82,,-2.07,-7.16,-8.58,1.72,-10.04,77.64,-7.89,-187.39,-77.36,-203.77,-77.36,-203.77,98.82,5.49,111.73,1033.28,111.73,1033.28
0,294692,002072.XSHE,2020-03-31,2020-04-30,2020-03-31,0.0127,2544072.73,1278436.35,,9.03,10.3,0.37,32.31,80.73,81.85,53.64,32.31,0.69,16.4,44.08,36.88,,114.0,87.47,-15.62,-86.06,190.37,112.04,190.37,112.04,198.64,242.97,159.4,-91.69,158.24,-91.85
0,326411,002072.XSHE,2020-06-30,2020-08-25,2020-06-30,0.0096,2308436.39,2421406.79,,6.34,8.66,0.28,20.33,93.15,71.5,46.08,20.33,0.81,25.7,36.53,73.46,,136.65,59.91,31.57,110.77,-43.46,20.61,-43.46,20.61,138.51,3.6,114.29,-24.08,113.98,-24.3
0,336167,002072.XSHE,2020-09-30,2020-10-27,2020-09-30,0.0014,-55625.4,856065.22,,0.9,-0.2,0.05,5.45,93.54,84.22,21.96,5.45,0.88,18.16,57.13,57.25,,-22.43,197.15,65.2,413.2,-90.38,-36.15,-90.38,-36.15,142.6,-69.56,110.08,-82.87,108.45,-85.32
0,357528,002072.XSHE,2020-12-31,2021-01-30,2020-12-31,-1.1742,-204530450.45,190579.06,,273.45,270.64,-40.61,-3725.58,99.9,96.56,-3674.02,-3725.58,0.87,30.8,63.84,-0.09,,98.97,177.66,21.29,619.65,109.48,2.22,109.48,2.22,-7609.25,-17200.73,-854.27,-69926.97,-854.36,-83437.29
0,25445,002073.XSHE,2015-03-31,2015-04-27,2015-03-31,0.0351,-21974406.35,-24253641.67,50517530.21,0.74,-0.63,0.28,4.36,34.25,104.66,5.04,4.36,4.9,26.88,4.9,-76.02,158.34,-84.32,116.7,-11.27,242.21,11.05,-46.84,11.05,-46.84,39.35,-63.86,-46.67,-67.64,-39.5,-63.5
0,111829,002073.XSHE,2017-06-30,2017-08-23,2017-06-30,0.0501,17870150.0,-6606324.0,32031644.0,1.0249,0.3907,0.4892,6.2294,23.6268,100.9913,4.8342,6.2294,3.7657,17.254,1.2579,-23.5725,114.2943,38.1187,102.2335,15.8948,-1603.3821,11.6279,14.6139,11.6279,14.6139,484.5959,1615.5833,-16.0833,301.3508,-12.300999999999998,216.9865
0,131058,002073.XSHE,2018-06-30,2018-08-30,2018-06-30,0.05,22017315.55,9683300.12,20690265.58,1.01,0.48,0.49,6.92,24.17,98.45,6.8,6.92,3.48,16.57,3.24,20.04,42.82,47.11,109.23,1.65,106.44,-6.33,4.52,-6.33,4.52,31.81,278.26,3.99,329.75,-0.31,186.98
0,253983,002073.XSHE,2019-06-30,2019-08-26,2019-06-30,0.0505,31111242.06,18497902.88,14510139.69,1.09,0.72,0.39,4.4,22.02,97.52,4.87,4.4,3.44,10.03,1.43,46.3,36.32,65.97,84.08,13.53,546.26,19.69,4.63,19.69,4.63,-14.23,204.52,-23.82,218.63,0.91,160.68
0,255359,002074.XSHE,2019-06-30,2019-08-29,2019-06-30,0.132,115442338.86,124036651.05,-7829711.47,1.72,1.32,0.68,8.01,29.01,93.31,8.89,8.01,5.14,4.16,4.5,74.7,-4.72,76.97,19.79,-3.09,-46.21,19.89,5.86,19.89,5.86,-54.29,-26.08,-51.3,-26.27,-50.76,-25.58
0,295266,002074.XSHE,2019-12-31,2020-04-30,2019-12-31,-0.4637,-753504531.36,-492187014.46,-7843130.49,-5.9,-8.43,-2.17,273.79,-13.94,-155.54,302.23,273.79,-66.1,-70.94,-53.21,83.08,1.32,142.97,-1170.65,160.7,62.89,-118.7,-112.47,-118.7,-112.47,-520.12,-330.19,-592.45,-333.74,-570.01,-332.42
0,328691,002074.XSHE,2020-06-30,2020-08-28,2020-06-30,0.0021,-24783879.65,50128406.84,-13671300.14,0.03,-0.27,0.01,0.1,23.37,97.04,0.29,0.1,5.17,4.61,3.78,1453.96,-396.53,-988.02,43.01,0.27,9.15,-8.75,131.98,-8.75,131.98,-96.99,-86.66,-98.88,-94.9,-98.33,-92.54
0,372784,002074.XSHE,2020-12-31,2021-04-22,2020-12-31,0.0503,-43186855.71,178535472.9,54214564.9,0.6,-0.4,0.19,2.0,24.97,93.25,2.16,2.0,2.07,4.43,3.49,361.4,109.74,-67.05,70.48,56.35,835.4,1474.16,59.86,1474.16,59.86,109.83,-16.12,110.01,-11.92,112.22,31.1
0,120998,002075.XSHE,2017-12-31,2018-03-20,2017-12-31,0.1518,320065299.9,855161622.73,15219451.55,10.3626,9.9029,7.1976,18.9825,28.1925,75.7059,24.7825,18.9825,0.8225,1.6067,-0.1874,97.306,1.7318,95.5643,83.2553,14.5494,59.8887,49.5928,26.4305,49.5928,26.4305,254.4869,81.1637,263.8612,93.0366,278.1317,85.1865
0,242392,002075.XSHE,2019-03-31,2019-04-24,2019-03-31,0.0454,81821819.99,230973391.92,32475534.43,2.22,1.81,1.75,6.78,10.86,92.05,9.13,6.78,0.75,1.37,-0.03,86.47,12.16,81.6,60.47,7.19,90.37,-13.96,-21.34,-13.96,-21.34,-61.63,-44.74,-62.77,-42.72,-60.62,-45.38
0,245946,002076.XSHE,2018-12-31,2019-04-27,2018-12-31,-1.0012,-809619925.75,-806342556.88,26171277.26,-88.63,-92.14,-40.59,-2705.63,33.54,2817.73,-2611.75,-2705.63,68.76,88.83,55.74,103.38,-3.36,103.95,759.35,80.84,-2.97,-90.79,-83.62,-90.79,-83.62,-2557.49,-1410.64,-6701.55,-1806.5,-3151.36,-1899.02
0,263824,002076.XSHE,2019-09-30,2019-10-30,2019-09-30,-0.1419,-102725944.04,-38060655.17,-7424698.84,-40.17,-37.4,-8.94,-203.67,36.08,166.76,-193.99,-203.67,21.39,36.25,33.39,33.84,6.6,93.09,92.26,-5.08,7.61,-68.53,-26.01,-68.53,-26.01,-115.6,14.87,-175.77,19.29,-183.23,22.63
0,326514,002076.XSHE,2020-06-30,2020-08-25,2020-06-30,-0.0023,-11061190.76,-8568873.78,4976922.9,1.17,7.33,-0.22,-2.46,41.92,114.07,4.17,-2.46,8.73,17.32,19.9,471.91,-274.09,627.17,221.85,-17.36,123.37,-20.97,45.92,-20.97,45.92,101.95,117.45,98.96,90.52,98.76,89.38
0,339675,002076.XSHE,2020-09-30,2020-10-31,2020-09-30,-0.0089,-7414110.64,-8188230.29,-7904839.65,4.37,4.74,-1.21,-6.77,20.61,106.87,-3.07,-6.77,4.68,9.06,9.73,108.69,104.93,108.48,43.5,-20.07,292.39,109.18,95.84,109.18,95.84,96.69,-244.01,93.05,-437.58,93.81,-287.53
0,376161,002076.XSHE,2020-12-31,2021-04-28,2020-12-31,0.0903,7787889.49,26260583.84,6906120.99,-99.34,-11.22,10.58,61.67,41.7,76.64,46.74,61.67,1.04,7.14,8.02,37.47,9.85,11.29,124.65,35.41,151.58,-16.63,-5.75,-16.63,-5.75,124.88,1536.63,121.2,959.23,120.97,1108.99
0,98611,002078.XSHE,2016-06-30,2016-08-27,2016-06-30,0.0831,208916479.69,293858108.18,6667287.06,2.91,2.89,1.14,6.37,19.79,91.99,8.2,6.37,4.05,2.93,4.19,96.9,2.2,99.15,123.25,30.34,378.59,37.15,26.75,37.15,26.75,53.08,55.81,47.64,60.9,52.89,48.53
0,121547,002079.XSHE,2017-12-31,2018-03-30,2017-12-31,0.0338,14474649.24,42367654.59,-1648190.01,1.6193,0.9527,1.8869,7.2492,18.9466,91.7119,8.7882,7.2492,1.8261,6.0922,1.4127,94.3218,-3.6693,58.8356,58.6417,23.8452,287.7052,53.3146,0.6072,53.3146,0.6072,0.8464,-4.9159,-8.4222,-7.8591,-26.7952,-7.4123
0,129648,002079.XSHE,2018-06-30,2018-08-24,2018-06-30,0.0409,43406752.74,51982596.52,-10282582.51,1.91,2.79,1.9,7.72,17.63,89.22,8.83,7.72,1.99,6.38,-3.52,122.76,-24.28,145.83,58.62,5.76,53.47,-4.35,4.32,-4.35,4.32,-9.91,61.33,-19.91,70.47,-14.26,210.49
0,25711,002080.XSHE,2015-06-30,2015-08-18,2015-06-30,0.3912,144377128.04,159247837.93,,5.99,5.53,2.11,11.12,23.03,89.71,10.3,11.12,4.25,6.41,1.01,79.44,,92.27,82.2,8.54,82.99,50.5,58.73,50.5,58.73,282.22,655.41,204.42,415.17,216.71,466.14
0,376580,002082.XSHE,2020-12-31,2021-04-28,2020-12-31,0.2655,165372678.72,192744070.13,-1528235.26,6.49,6.54,3.11,6.72,17.32,92.26,7.59,6.72,4.35,2.37,0.28,102.97,-0.82,100.74,83.34,15.4,199.1,-40.98,-44.81,-40.98,-44.81,-25.71,4580.95,-18.84,18257.82,49.76,79361.05
0,25826,002083.XSHE,2015-03-31,2015-04-28,2015-03-31,0.0825,70357315.49,98628507.67,5814987.61,2.67,2.51,1.01,6.76,20.74,91.26,9.26,6.72,3.52,4.26,3.67,94.22,5.56,93.93,108.11,16.64,189.2,5.45,0.58,5.01,0.85,17.07,200.29,16.94,190.56,16.75,189.76
0,25825,002083.XSHE,2015-06-30,2015-08-20,2015-06-30,0.0915,78225703.25,101750296.7,15634330.24,2.93,2.75,1.18,7.86,22.64,90.42,11.05,7.82,3.63,4.59,3.35,93.57,14.38,94.15,123.09,26.04,270.62,-22.17,-5.82,-22.04,-5.72,18.54,12.39,15.41,9.71,16.15,10.93
0,132378,002083.XSHE,2018-09-30,2018-10-25,2018-09-30,0.1518,125181052.67,163577311.58,16831008.41,4.18,3.79,1.85,11.24,23.19,86.69,14.75,11.24,3.33,3.19,1.61,90.65,9.33,90.81,102.72,19.46,146.16,9.44,-3.38,9.44,-3.38,73.0,30.95,65.96,29.75,66.36,30.35
0,337143,002083.XSHE,2020-09-30,2020-10-29,2020-09-30,0.0847,53470971.65,75285627.08,38399324.21,2.03,1.41,0.76,6.29,21.38,93.97,9.13,6.29,4.22,3.82,5.63,72.69,37.08,69.48,89.63,7.01,116.24,1.12,45.23,1.12,45.23,-25.39,76.93,-33.2,57.41,-33.61,57.32
0,372484,002083.XSHE,2020-12-31,2021-04-21,2020-12-31,0.0019,-33692838.22,20722097.0,59606512.54,0.05,-0.91,-0.33,-2.62,13.67,98.21,0.9,-2.62,-0.51,3.86,6.45,276.29,794.74,-1904.97,116.84,25.75,1440.21,-4.88,-7.15,-5.34,-7.15,-4.0,-90.82,-217.84,-138.74,133.58,-97.7
0,98617,002084.XSHE,2016-06-30,2016-07-29,2016-06-30,0.0326,11980302.08,17100513.18,1777942.3,1.33,1.07,0.85,3.84,19.25,95.97,4.45,3.84,3.25,14.58,-3.0,84.2,8.75,80.49,109.29,27.07,672.04,0.5,8.76,0.5,8.76,14.21,74.85,19.56,95.73,2.73,90.17
0,98618,002085.XSHE,2016-06-30,2016-08-12,2016-06-30,0.1709,304393393.4,415971222.82,-764535.75,6.95,6.8,3.88,14.22,27.39,82.86,17.11,14.22,2.21,7.23,0.55,98.63,-0.18,97.76,97.18,21.03,122.7,12.12,13.85,12.12,13.85,31.0,61.76,37.13,71.67,40.62,84.81
0,122572,002085.XSHE,2018-03-31,2018-04-18,2018-03-31,0.1031,204090075.8,275667181.67,-1386769.42,3.6912,3.3408,2.381,9.2831,20.0646,89.3198,11.5988,9.2831,1.9304,5.9886,0.9445,91.2996,-0.4593,90.5054,94.3649,9.1275,85.4614,3.2522,-9.7963,3.2522,-9.7963,8.2232,-8.8888,8.1782,26.351,12.7737,17.7765
0,307069,002085.XSHE,2020-06-30,2020-08-04,2020-06-30,0.0678,57744665.34,152738390.98,-1496507.63,2.54,0.99,1.56,9.42,24.1,93.69,8.63,9.42,2.85,6.29,3.22,61.37,-0.6,38.94,84.69,6.86,108.76,-29.44,21.1,-29.44,21.1,-48.97,59.11,-34.46,103.21,-47.66,42.22
0,253984,002086.XSHE,2019-06-30,2019-08-26,2019-06-30,0.045,30785410.15,31693923.52,,1.23,1.11,0.82,14.37,32.88,86.86,14.49,14.37,1.38,6.8,4.21,90.63,,90.44,57.03,7.85,59.79,-20.95,111.32,-20.95,111.32,-55.86,5230.43,-55.51,5437.08,-55.84,9302.39
0,261619,002086.XSHE,2019-09-30,2019-10-29,2019-09-30,-0.0067,-6566102.95,-12889443.37,,-0.18,-0.24,-0.13,-3.53,22.1,104.49,-3.19,-3.53,3.63,12.18,9.69,237.59,,129.71,102.17,26.72,-320.45,-0.29,-35.93,-0.29,-35.93,-139.8,-114.12,-143.7,-115.74,-141.2,-114.87
