,id,code,statDate,pubDate,statDate.1,cash_equivalents,settlement_provi,lend_capital,trading_assets,bill_receivable,account_receivable,advance_payment,insurance_receivables,reinsurance_receivables,reinsurance_contract_reserves_receivable,interest_receivable,dividend_receivable,other_receivable,bought_sellback_assets,inventories,non_current_asset_in_one_year,other_current_assets,total_current_assets,loan_and_advance,hold_for_sale_assets,hold_to_maturity_investments,longterm_receivable_account,longterm_equity_invest,investment_property,fixed_assets,constru_in_process,construction_materials,fixed_assets_liquidation,biological_assets,oil_gas_assets,intangible_assets,development_expenditure,good_will,long_deferred_expense,deferred_tax_assets,other_non_current_assets,total_non_current_assets,total_assets,shortterm_loan,borrowing_from_centralbank,deposit_in_interbank,borrowing_capital,trading_liability,notes_payable,accounts_payable,advance_peceipts,sold_buyback_secu_proceeds,commission_payable,salaries_payable,taxs_payable,interest_payable,dividend_payable,other_payable,reinsurance_payables,insurance_contract_reserves,proxy_secu_proceeds,receivings_from_vicariously_sold_securities,non_current_liability_in_one_year,other_current_liability,total_current_liability,longterm_loan,bonds_payable,longterm_account_payable,specific_account_payable,estimate_liability,deferred_tax_liability,other_non_current_liability,total_non_current_liability,total_liability,paidin_capital,capital_reserve_fund,treasury_stock,specific_reserves,surplus_reserve_fund,ordinary_risk_reserve_fund,retained_profit,foreign_currency_report_conv_diff,equities_parent_company_owners,minority_interests,total_owner_equities,total_sheet_owner_equities
0,96142,000002.XSHE,2016-06-30,2016-08-22,2016-06-30,71867990016.0,,,,,2262388992.0,46142824448.0,,,,,,80780091392.0,,427520262144.0,,6240099840.0,634896777216.0,,1153368192.0,,,42834214912.0,13373486080.0,5176313856.0,768597184.0,,,,,1113584512.0,,201689840.0,598068672.0,6183399424.0,6007218176.0,77409943552.0,712306720768.0,2850966272.0,,,,,8340925440.0,106705559552.0,278333161472.0,,,1068429248.0,4357659648.0,438057952.0,,81331339264.0,,,,,26441367552.0,,509867458560.0,36787187712.0,25382948864.0,,,109625920.0,549101120.0,1436313984.0,64265175040.0,574132649984.0,11039152128.0,8078755840.0,,,28068767744.0,,50000973824.0,,97460723712.0,40713322496.0,138174054400.0,712306720768.0
0,130858,000004.XSHE,2018-09-30,2018-10-31,2018-09-30,122886713.96,,,,200000.0,36168912.63,11936824.06,,,,,,12400733.83,,21024670.29,,,204617854.77,,,,,65306130.17,103244.75,29229723.82,5474628.14,,,,,23227346.06,,362043.01,5222034.95,767630.66,397100.0,130089881.56,334707736.33,,,,,,,,2844539.24,,,2540683.5,6134493.3,,,98531325.63,,,,,,,132661177.93,,,800000.0,,,3463150.34,,4263150.34,136924328.27,83976684.0,938767.89,,,11066429.89,,31089383.69,,127071265.47,70712142.59,197783408.06,334707736.33
0,136259,000004.XSHE,2018-12-31,2019-04-26,2018-12-31,49003296.32,,,,,27268319.8,6036605.05,,,,,,922869.52,,,,147006.32,301566235.23,,,,,42005000.0,430990.91,990258.43,,,,,,,,,4052315.53,2132670.07,,49611234.94,351177470.17,,,,,,,5633643.29,400440.41,,,1321442.71,630016.59,,,46194683.07,,,,,,,167050868.44,,,800000.0,,,,,800000.0,167850868.44,83976684.0,935071.56,,,11066429.89,,13410349.93,,109235775.72,74090826.01,183326601.73,351177470.17
0,142,000005.XSHE,2016-03-31,2016-04-27,2016-03-31,111978536.0,,,,405000.0,74310800.0,2869252.5,,,,,,235666928.0,,271416256.0,,,696646784.0,,16284000.0,,735054592.0,2279024.5,24523716.0,36445064.0,258699824.0,,,,,37373204.0,,229539760.0,1170170.5,13100086.0,59664320.0,1414133760.0,2110780544.0,79595400.0,,,,,8891071.0,129477752.0,222800336.0,,,3712242.5,65458940.0,,6.59,340416832.0,,,,,24000000.0,,874352576.0,26000000.0,,,,258089.9062,3391500.0,,29649590.0,904002176.0,1058536832.0,638052416.0,,,149519072.0,,-576576192.0,,1141907200.0,64871160.0,1206778368.0,2110780544.0
0,240,000007.XSHE,2015-03-31,2015-04-30,2015-03-31,2816326.75,,,,,54338944.0,273164480.0,,,,,,104806744.0,,17328538.0,,836179.8125,453291200.0,,1216800.0,,,,30393782.0,75997904.0,,,,,,283083.4062,,9474338.0,19227176.0,894592.9375,79250008.0,216737680.0,670028928.0,,,,,,150000000.0,28060810.0,31708622.0,,,2722351.0,35107468.0,,,59657812.0,,,,,,,307257056.0,,,,,11138646.0,0.0,,11138646.0,318395712.0,230965360.0,423241376.0,,,8998898.0,,-314006048.0,,349919168.0,1714026.875,351633184.0,670028928.0
0,239,000007.XSHE,2015-06-30,2015-08-31,2015-06-30,2546394.75,,,,,52511768.0,142721840.0,,,,,,97822376.0,,16653067.0,,849546.75,313104992.0,,1216800.0,,,,30074882.0,74683872.0,,,,,,272333.4062,,9474338.0,17140816.0,894592.9375,79228072.0,212985712.0,526090688.0,,,,,,15000000.0,25925442.0,29118950.0,,,2504875.5,35172040.0,240000.0,,55487564.0,,,,,,,163448880.0,,,,,13800110.0,,,13800110.0,177248976.0,230965360.0,423241376.0,,,8998898.0,,-316581824.0,,348050624.0,791086.0,348841696.0,526090688.0
0,237,000007.XSHE,2015-12-31,2016-04-23,2015-12-31,218912576.0,,,,,31029434.0,28740.0,,,,,,21737584.0,,15429192.0,,849150.375,287986688.0,,1216800.0,,,,29437084.0,72012824.0,,,,,,250833.4375,,9474338.0,238571.375,708490.5,79038896.0,192377840.0,480364512.0,,,,,,,5720104.5,2355957.25,,,945585.125,34842048.0,,,63664692.0,,,,,,,107528384.0,,,,,,,,,107528384.0,230965360.0,423241376.0,,,8998898.0,,-295143488.0,,369207904.0,3628216.0,372836128.0,480364512.0
0,236,000007.XSHE,2016-03-31,2016-04-30,2016-03-31,20982000.0,,,,,32265328.0,28740.0,,,,,,21611850.0,,15302844.0,,18881500.0,307738912.0,,1216800.0,,,,29118184.0,71656024.0,,,,,,240083.4531,,67576496.0,798417.625,708490.5,79044248.0,250358736.0,558097664.0,,,,,,,5626654.5,3799341.0,,,1048482.8125,33068094.0,,,64548880.0,,,,,,,108091448.0,,,,,,5528144.5,,5528144.5,113619592.0,230965360.0,423241376.0,,,8998898.0,,-287478976.0,,377278400.0,67199656.0,444478048.0,558097664.0
0,96145,000007.XSHE,2016-06-30,2016-08-30,2016-06-30,41359396.0,,,,,31221336.0,128740.0,,,,,,31316620.0,,15173198.0,,812916.1875,325568640.0,,1216800.0,,,,28799286.0,71030008.0,,,,,,229333.4531,,67576496.0,505807.375,1595395.75,41626836.0,212579968.0,538148608.0,,,,,,,5626654.5,2366932.25,,,1575060.75,29265310.0,,,79032112.0,,,,,,,117866072.0,,,,,,9687988.0,,9687988.0,127554056.0,230965360.0,423241376.0,,,8998898.0,,-321808480.0,,340940192.0,69654360.0,410594560.0,538148608.0
0,101230,000007.XSHE,2016-12-31,2017-04-19,2016-12-31,58401568.0,,,,1999677.0,2183074.5,28740.0,,,,,,29967342.0,,108722.4922,,67911.7578,242657552.0,,89616800.0,,,,28161486.0,83871808.0,,,,,,207833.4844,,66909520.0,337365.4062,2605327.25,,271710144.0,514367680.0,,,,,,,5711837.0,1733854.375,,,1772121.125,12262104.0,,,55204436.0,,,,,,,76684352.0,,,,,,451288.9688,,451288.9688,77135640.0,230965360.0,272506848.0,,,8998898.0,,-142000448.0,,370470656.0,66761408.0,437232064.0,514367680.0
0,138374,000007.XSHE,2018-12-31,2019-04-30,2018-12-31,6669715.39,,,,,,30696.15,,,,,,20664673.8,,104980.6,,64645456.97,125395070.91,,49000400.0,,,96619487.38,36116293.02,66456511.05,,,,,,290475.22,,,2410516.37,9421241.52,,260314924.56,385709995.47,,,,,,,6003681.72,859765.42,,,985765.51,1036596.1,,,33269648.44,,,,,,,42155457.19,,,,,149327658.22,,,149327658.22,191483115.41,346448044.0,157024158.46,,,8998897.98,,-321758872.29,,190712228.15,3514651.91,194226880.06,385709995.47
0,138150,000007.XSHE,2019-03-31,2019-04-30,2019-03-31,10786719.47,,,,,,29895.0,,,,,,9602029.87,,109036.7,,67982343.51,138180382.27,,49000400.0,,,98248371.94,35690392.83,65738700.28,,,,,,274650.22,,,2301735.78,6796579.03,,258050830.08,396231212.35,,,,,,,,1082812.12,,,897783.65,1207292.34,,,34108638.35,,,,,,,43802910.88,,,,,149327658.22,,,149327658.22,193130569.1,346448044.0,157024158.46,,,8998897.98,,-312870666.79,,199600433.65,3500209.6,203100643.25,396231212.35
0,146623,000007.XSHE,2019-06-30,2019-08-31,2019-06-30,12641000.09,,,51759703.51,,191580.62,29400.0,,,,,,8902906.5,,127762.6,,64444178.09,138096531.41,,,,,101113068.65,35264492.64,65062843.05,,,,,,258825.22,,,1879198.8,4765429.51,,257344257.87,395440789.28,,,,,,,6121416.19,428343.72,,,950620.6,1120664.05,,,32034493.17,,,,,,,40655537.73,,,,,164692249.98,,,164692249.98,205347787.71,346448044.0,157024158.46,,,8998897.98,,-325863975.46,,186607124.98,3485876.59,190093001.57,395440789.28
0,209710,000007.XSHE,2020-09-30,2020-10-31,2020-09-30,20225058.5,,,30128392.4,,510772.32,32693.0,,,,,,286190886.9,,1473026.71,,290846.37,338851676.2,,,,,,33134991.69,59171045.14,,,,,,184975.22,,,1363193.4,24114.35,,139227119.8,478078796.0,,,,,,,5797008.8,81260.19,,,957685.46,1641513.85,,,30305729.65,,,,,,,38783197.95,,,,,262932401.84,9189150.0,,272121551.84,310904749.79,346448044.0,157024158.46,,,8998897.98,,-311188697.16,,163831203.28,3342842.93,167174046.21,478078796.0
0,220871,000007.XSHE,2020-12-31,2021-04-29,2020-12-31,51169141.91,,,12615503.0,,,48281.76,,,,,,183702961.18,,1424409.12,,314578.18,249274875.15,,,,,,44189824.94,46220623.87,,,,,,169150.22,,,1153706.64,1041.73,,115119147.4,364394022.55,,,,,,,5733742.89,,,,923892.17,1216026.09,,,189960107.27,,,,,,2057.42,197869885.71,,,,,92568495.03,6153656.71,,98722151.74,296592037.45,346448044.0,157024158.46,,,8998897.98,,-388584026.41,,64471874.03,3330111.07,67801985.1,364394022.55
0,283,000008.XSHE,2016-03-31,2016-04-30,2016-03-31,1091126528.0,,,,30294284.0,1153336832.0,123256496.0,,,,,,64152648.0,,522281024.0,11017450.0,92653592.0,3092674560.0,,75500000.0,,,8723963.0,28217482.0,439704416.0,2112610.5,,,,,120184584.0,10256275.0,2880919808.0,38220656.0,41788008.0,56200800.0,3701828608.0,6794503168.0,110000000.0,,,,,6500000.0,332854336.0,175506128.0,,,26543466.0,67984880.0,157349.1875,6077013.5,362327200.0,,,,,1016949.125,,1088967296.0,1440678.125,,,,,23568668.0,,55034348.0,1144001664.0,2757709312.0,2632587776.0,,29290374.0,4478990.5,,173361824.0,,5597428224.0,53073236.0,5650501632.0,6794503168.0
0,125717,000008.XSHE,2018-06-30,2018-08-25,2018-06-30,968971673.71,,,,168353618.5,2426648165.35,280818812.99,,,,452616.61,,79449457.41,,933010587.73,,253974395.48,5113342779.13,,485461500.0,,50000000.0,11792765.6,19603027.66,243189941.61,16686484.55,,,,,202587202.09,18368590.42,3544067171.15,13161200.26,69258900.44,1409080.79,4675585864.57,9788928643.7,1092568100.0,,,,,143080062.74,520740540.18,96484352.7,,,30689345.88,62528948.64,1722814.47,6816288.93,635010997.01,,,,,169491.68,15546866.53,2605357808.76,,,,,,31331409.57,,59561717.27,2664919526.03,2815188810.0,2898338397.67,171861615.41,44254584.81,32118431.77,,1420445289.53,,7038483898.37,85525219.3,7124009117.67,9788928643.7
0,330,000009.XSHE,2016-03-31,2016-04-29,2016-03-31,3495286528.0,,,,577044608.0,1214855808.0,153449856.0,,,,8493549.0,0.0,239904000.0,,6294186496.0,33686788.0,311460128.0,12673942528.0,257985568.0,712657856.0,0.0,0.0,687317504.0,28874978.0,2190413056.0,794558720.0,0.0,0.0,,,574250688.0,11475452.0,284714144.0,93126392.0,141668032.0,323028288.0,6100070400.0,18774013952.0,4221139456.0,,,,,237499456.0,1355882240.0,375105664.0,,,96300056.0,292618304.0,64956672.0,481600.0625,924084480.0,,,,,168276672.0,0.0,7736344576.0,1196746624.0,2793701376.0,12091936.0,612000.0,0.0,17508696.0,0.0,4268672256.0,12005016576.0,1592107392.0,471445504.0,,3198312.5,259774496.0,,2059577856.0,,4467273216.0,2301723392.0,6768996352.0,18774013952.0
0,123443,000009.XSHE,2018-03-31,2018-04-28,2018-03-31,3355398317.74,,,,699445333.5,2262586875.2,569185996.96,,,,1578732.78,,916472967.95,,9209552029.92,,561303846.38,18548193306.67,279770233.5,390546714.79,,,1142060135.37,270104514.86,3645509421.43,757388445.86,1167790.77,,,,1054005142.13,19682553.44,594871999.06,152483731.21,356037902.23,261134069.2,8924762653.85,27472955960.52,5796161859.73,,,,,449632253.75,1653933674.59,1291612185.53,,,73886494.78,251799373.56,100779318.11,710365.6,808190320.33,,,,,909279087.5,,11335984933.48,834798362.5,3572267018.7,927870874.83,,4278177.27,85680737.4,286969305.56,6122463461.38,17458448394.86,2149344971.0,787788446.05,,8262719.99,260063367.29,,1839994587.58,,5011910079.78,5002597485.88,10014507565.66,27472955960.52
0,378,000010.XSHE,2015-12-31,2016-04-27,2015-12-31,1264113920.0,,,,40000000.0,398073792.0,14933833.0,,,,,,109945320.0,,1437505920.0,178984800.0,,3443557632.0,,6125000.0,,743959616.0,,1052991.375,57220652.0,10693614.0,,,,,12234768.0,,825798784.0,18618544.0,30538840.0,24855404.0,1731098240.0,5174656000.0,1047100032.0,,,,,14414631.0,700275072.0,16679278.0,,,15015254.0,94214808.0,20340290.0,,261654080.0,,,,,82500000.0,,2252193536.0,510000000.0,216296624.0,,5900064.5,,7490791.0,,739687488.0,2991880960.0,819854720.0,1495371520.0,,2910866.25,8592789.0,,-151433904.0,,2175296000.0,7478988.0,2182775040.0,5174656000.0
0,377,000010.XSHE,2016-03-31,2016-04-29,2016-03-31,633644800.0,,,,950000.0,416809344.0,35545852.0,,,,,,150093152.0,,1271936640.0,178984800.0,,2687964672.0,,125000.0,,787468992.0,,1046823.4375,56160408.0,12014979.0,,,,,12116063.0,,825798784.0,26556580.0,30579378.0,24855404.0,1776722432.0,4464687104.0,606000000.0,,,,,142482768.0,509042208.0,29849878.0,,,4348474.0,81996656.0,3361614.25,,197545584.0,,,,,,,1574627200.0,510000000.0,216296624.0,,6539309.0,,7490791.0,,740326720.0,2314953984.0,819854720.0,1495371520.0,,3032822.75,8592789.0,,-184140560.0,,2142711296.0,7021848.5,2149733120.0,4464687104.0
0,101905,000010.XSHE,2016-12-31,2017-04-22,2016-12-31,557151104.0,,,,28711708.0,394199168.0,8553632.0,,,,,,62218064.0,,1799716608.0,170670320.0,9835028.0,3031055616.0,,,,894268544.0,,1028319.5,69760480.0,,,,,,12072321.0,,710798784.0,21891242.0,33605232.0,91280000.0,1834704896.0,4865760768.0,778354496.0,,,,,23686048.0,823666432.0,22796442.0,,,13939022.0,38285444.0,16918190.0,,82846424.0,,,,,272440960.0,99518952.0,2172452352.0,456000000.0,,,8138152.5,,7096748.5,,471234912.0,2643687424.0,819854720.0,1495371520.0,,3273833.5,8592789.0,,-111556784.0,,2215536128.0,6537158.0,2222073088.0,4865760768.0
0,108160,000010.XSHE,2017-06-30,2017-08-29,2017-06-30,421964640.0,,,,270000.0,313595232.0,76301320.0,,,,,,95835232.0,,1704228480.0,95340064.0,9658182.0,2717193216.0,,50000000.0,,217996384.0,,1015983.5625,66645456.0,,,,,,12001900.0,,710798784.0,19565232.0,39749324.0,65020000.0,1182793088.0,3899986176.0,862821376.0,,,,,15849412.0,644910528.0,11033778.0,,,5009113.0,2780527.25,,,58093280.0,,,,,,86071208.0,1686569216.0,,,,9220794.0,,7096748.5,1167755.125,17485298.0,1704054528.0,819854720.0,1495371520.0,,3411297.5,8592789.0,,-157117056.0,,2170113280.0,25818362.0,2195931648.0,3899986176.0
0,122232,000010.XSHE,2018-03-31,2018-04-27,2018-03-31,357034145.27,,,,,326164484.65,45968533.38,,,,1203125.0,,74163427.77,,1683423491.14,114407347.93,13069793.72,2615434348.86,,,,72979100.57,10107968.82,997479.67,60670501.43,,,,,,11600934.02,,,12039544.49,37490981.1,65020000.0,270906510.1,2886340858.96,763137625.65,,,,,23095109.74,707135410.55,12535394.34,,,6621428.91,4702243.65,2001741.5,,33675422.66,,,,,,101889730.81,1654794107.81,75000000.0,,,11055369.84,5940238.67,6852903.77,,98848512.28,1753642620.09,819854713.0,1495371501.32,,3495500.48,8592788.79,,-1219548112.74,,1107766390.85,24931848.02,1132698238.87,2886340858.96
0,143250,000010.XSHE,2019-06-30,2019-08-02,2019-06-30,271163331.28,,,,25140000.0,902532439.3,52524406.45,,,,9378300.0,,297350469.84,,1374415543.52,62319777.22,45089297.07,3039913564.68,,,,16265725.7,,28875834.68,66297819.5,,,,,,9741526.1,,203019928.69,12272549.95,47072885.13,65020000.0,577852728.08,3617766292.76,344618924.6,,,,,7808000.0,869466894.08,143755555.65,,,15658271.27,35763860.18,27992112.56,,1127812947.09,,,,,5000000.0,135002937.55,2712879502.98,62000000.0,,,,,13182872.55,,75182872.55,2788062375.53,819854713.0,1495371501.32,,,8592788.79,,-1894252363.52,,429566639.59,400137277.64,829703917.23,3617766292.76
0,158057,000010.XSHE,2019-09-30,2019-10-31,2019-09-30,182326399.03,,,,1140000.0,1073705117.9,104684236.05,,,,13594091.11,,454411289.13,,1614867155.09,62319777.22,51884175.34,3558932240.87,,,,16265725.7,,28139173.2,65282604.01,,,,,,9635868.96,,203019928.69,12830938.14,47297777.53,65020000.0,703822641.22,4262754882.09,366463924.6,,,,,7308000.0,1250874875.13,148184626.65,,,13967528.08,61140554.48,25397952.0,,1437722409.65,,,,,5000000.0,149375627.01,3465435497.6,62000000.0,,,,,13169166.37,,75169166.37,3540604663.97,819854713.0,1473690298.96,,,8592788.79,,-1860821154.58,,441316646.17,280833571.95,722150218.12,4262754882.09
0,185180,000010.XSHE,2020-03-31,2020-04-30,2020-03-31,22811677.65,,,,27582321.46,1471285050.74,55305623.06,,,,7884527.78,,277706844.62,,214694062.33,63133363.01,73486262.43,3508613332.35,,,,,,30080500.33,42176982.54,,,,,,8554432.98,,203019928.69,13340811.92,48296785.67,33000000.0,710919442.13,4219532774.48,152472418.75,,,,,,1344460543.5,,,,6871866.25,88892061.38,15036888.84,,1562884707.15,,,,,62000000.0,160932015.55,3462803673.94,,,,,,12549313.88,,12549313.88,3475352987.82,819854713.0,1476558174.19,,,8592788.79,,-1869196772.87,,435808903.11,308370883.55,744179786.66,4219532774.48
0,203706,000010.XSHE,2020-06-30,2020-08-25,2020-06-30,158157388.53,,,,44888684.84,1564365732.7,77699478.74,,,,8491500.0,,144223570.98,,187331489.8,4266581.81,84098135.31,3831186833.04,,,,,,30706188.69,41903968.77,,,,,,8167808.9,,203019928.69,12732406.94,48296785.67,33000000.0,710277087.66,4541463920.7,182590000.0,,,,,,1581447541.36,,,,9012187.11,101476280.2,,,1633819481.52,,,,,,170293349.12,3750031208.06,,,,,,12436867.68,,12436867.68,3762468075.74,819854713.0,1478097590.86,,,8592788.79,,-1848689274.01,,457855818.64,321140026.32,778995844.96,4541463920.7
0,209014,000010.XSHE,2020-09-30,2020-10-30,2020-09-30,22950799.26,,,,59629632.0,1549215073.18,95113791.94,,,,9733500.0,,177153616.37,,181779631.5,4266581.81,85030181.26,3784672995.76,,,,,,30226884.83,40428958.93,,,,,,8229119.64,,203019928.69,12045315.84,52214643.03,33000000.0,713084850.96,4497757846.72,132590000.0,,,,,6800000.0,1504136201.91,,,,7975678.21,43605101.0,41629690.14,,1596787669.16,,,,,,169465579.13,3618965881.41,50000000.0,,,,,12269596.75,,62269596.75,3681235478.16,819854713.0,1479653924.2,,,8592788.79,,-1831484937.84,,476616488.15,339905880.41,816522368.56,4497757846.72
0,119228,000012.XSHE,2017-12-31,2018-04-23,2017-12-31,2462605764.0,,,,552232420.0,638238290.0,143848023.0,,,,,,205939019.0,,685895317.0,,200847989.0,4935590342.0,,,,,,,11540769697.0,1417624618.0,,,,,1047222407.0,61365537.0,397392156.0,2223397.0,80872862.0,51941352.0,14599412026.0,19535002368.0,3704630909.0,,,,,213401622.0,1400166042.0,195563465.0,,,272170660.0,111996764.0,34032740.0,,619324354.0,,,,,904261397.0,300000.0,7455847953.0,1554120000.0,,1161794247.0,,,20915954.0,,3299531304.0,10755379257.0,2484147547.0,1306381765.0,417349879.0,3224938.0,920592332.0,,4159642227.0,,8458587873.0,321035238.0,8779623111.0,19535002368.0
0,154123,000012.XSHE,2019-09-30,2019-10-28,2019-09-30,1863545157.0,,,,491760141.0,781854555.0,115332062.0,,,,,,204222903.0,,814306954.0,,428468741.0,4699490513.0,,,,,,,10003094368.0,1981632062.0,,,,,1039671918.0,57602714.0,376720156.0,11414449.0,163089054.0,90129305.0,13723354026.0,18422844539.0,2860000039.0,,,,,191449162.0,1031457587.0,268182351.0,,,227888841.0,124296873.0,42358192.0,3043798.0,264061335.0,,,,,1675813653.0,300000.0,6688851831.0,1080400000.0,,190542654.0,,,33071122.0,,1823133166.0,8511984997.0,3108196163.0,730505435.0,122316511.0,9706398.0,924305375.0,,4889370806.0,,9546827355.0,364032187.0,9910859542.0,18422844539.0
0,122722,000016.XSHE,2018-03-31,2018-04-28,2018-03-31,2117778435.95,,,,5055795872.09,4250342804.16,535176019.76,,,,1372365.15,,272036785.37,,4579475103.24,,1988929615.46,18801624260.01,,692112236.33,,,1335317343.74,215047811.42,1589036269.37,140555936.41,,,,,203993082.56,,3597657.15,154564404.3,337948558.46,28167948.0,4700341247.74,23501965507.75,7094776142.17,,,,13760747.13,568225276.62,3323036647.61,710996014.05,,,193833901.36,1278332348.68,34606973.14,,1626459597.43,,,,,394871.76,,14844422519.95,166000000.0,,41025.69,,1552310.49,26044725.18,,340158600.51,15184581120.46,2407945408.0,104732242.3,,,1217644874.79,,4315883789.97,,8059777898.53,257606488.76,8317384387.29,23501965507.75
0,184444,000016.XSHE,2020-03-31,2020-04-30,2020-03-31,7714170053.73,,,,2477768953.45,4562828525.65,2124569851.91,,,,17074238.98,547848.62,1817257081.64,,6015858038.82,123735055.72,1769219709.71,26756344624.12,,,,406924720.01,3456701196.89,396925137.69,2103358697.37,4834521494.81,,,,,1222375289.88,,779260296.41,133553884.93,1020924915.89,1274568136.36,17395112721.92,44151457346.04,11812886919.46,,,,,1302270306.84,5537977204.94,,,,310238736.14,178236124.27,165752944.91,,2190459903.1,,,,,183463203.78,,22616928310.89,5949577205.45,4989085429.81,471616875.47,,206591.51,106504224.21,117318235.28,11788990409.36,34405918720.25,2407945408.0,230368577.09,,,1211721109.67,,4019160666.52,,7846689489.69,1898849136.1,9745538625.79,44151457346.04
0,96153,000017.XSHE,2016-06-30,2016-08-26,2016-06-30,19043626.0,,,,8485881.0,10772805.0,1474976.5,,,,,,781642.5,,10555722.0,,,51114652.0,,,,,,,3886309.25,,,,,,3388500.0,,,,89066.3125,,7363875.5,58478528.0,,,,,,,19591080.0,3655590.25,,,986501.6875,587684.5625,,,19748510.0,,,,,,,44569368.0,,,,,,,,,44569368.0,551347968.0,627834304.0,,,32673228.0,,-1199642112.0,,12213402.0,1695760.5,13909163.0,58478528.0
0,144869,000017.XSHE,2019-06-30,2019-08-29,2019-06-30,9587416.18,,,,180000.0,35560204.56,5139379.3,,,,,,765634.71,,3080384.07,,4609858.93,58922877.75,,,,,,,3333489.56,,,,,,1129500.0,,,,1044773.54,400000.0,5907763.1,64830640.85,,,,,,2000000.0,7076229.24,1620392.2,,,539521.95,120561.17,,,37583929.9,,,,,,,48940634.46,,,,,,,,,48940634.46,551347947.0,627834297.85,,,32673227.01,,-1198348116.09,,13507355.77,2382650.62,15890006.39,64830640.85
0,127160,000018.XSHE,2018-06-30,2018-08-31,2018-06-30,1374597109.5,,,,392028545.46,5031464951.12,214849286.28,,,,,,1444685359.48,,745455718.17,,16047813.14,9219128783.15,,10338500.0,,16151975.94,,,331425276.47,707700.59,,,,,170804965.85,,57769954.64,11605439.5,117065718.4,1090567331.91,1806436863.3,11025565646.45,2798513481.24,,,,,882244105.35,1226462217.35,129051847.05,,,48918732.49,464390232.27,1776077.61,,1322713803.81,,,,,487657918.14,,7361728415.31,873089164.49,345000000.0,63606067.75,,2958723.15,51894878.61,,1342547985.77,8704276401.08,1698245011.0,-1299349701.74,,70539291.65,84394441.23,,1651166244.75,,2205590520.66,115698724.71,2321289245.37,11025565646.45
0,138376,000018.XSHE,2018-12-31,2019-04-30,2018-12-31,658714886.48,,,,1518790.0,4202594258.24,220261619.13,,,,,,2186223361.4,,717531578.23,,5795797.44,8097716082.92,,10338500.0,,16708613.19,106837810.83,,158746947.91,36697284.04,,,,,99921251.67,,27268234.53,6727688.9,117983727.91,924509792.99,1505739851.97,9603455934.89,2862584629.01,,,,,1034087499.72,892155630.43,478101743.92,,,86414858.86,393957887.52,,,2212412970.43,,,,,975719981.55,,8935435201.44,120000000.0,254801342.47,322990.35,,2958723.15,24369456.18,,402452512.15,9337887713.59,1698245011.0,-1298846540.07,,21026082.43,84394441.23,,-269566140.13,,235202473.51,30365747.79,265568221.3,9603455934.89
0,138152,000018.XSHE,2019-03-31,2019-04-30,2019-03-31,556885742.35,,,,6368520.59,4054556873.71,204407463.99,,,,,,2209542389.51,,726888475.46,,6330776.87,7870056034.48,,10338500.0,,16357545.43,106837810.83,,151212961.16,37265289.1,,,,,98277114.1,,27268234.53,5128863.32,117614775.66,924509792.99,1494810887.12,9364866921.6,2930473637.01,,,,,,,500912986.89,,,94740557.1,386100447.46,342803659.92,8541818.64,1853745327.45,,,,,975719981.55,,8944025802.13,,258411281.36,295831.04,,2958723.15,23272047.09,,284937882.64,9228963684.77,1698245011.0,-1298846540.07,,20325823.62,84394441.23,,-398530865.79,,105537489.04,30365747.79,135903236.83,9364866921.6
0,152918,000018.XSHE,2019-09-30,2019-10-21,2019-09-30,163041406.04,,,,32675879.7,3220336673.55,405001356.83,,,,,,1563100659.37,,1024174957.1,,3975630.09,6517382354.68,,,,16708613.19,106837810.83,,136058418.88,36805894.03,,,,,90281588.93,,27268234.53,1972106.61,117317681.38,919731651.85,1452982000.23,7970364354.91,3306944094.49,,,,,396643774.4,795538450.44,552109041.13,,,71791324.92,376111541.28,629925428.55,8392335.45,1705478332.9,,,,,975719981.55,,8818654305.11,120000000.0,272468101.18,270267.55,,2958723.15,23079827.03,,418776918.91,9237431224.02,1698245011.0,-1298846540.07,,16993440.19,84394441.23,,-1798146919.52,,-1297416656.35,30349787.24,-1267066869.11,7970364354.91
0,96703,000019.XSHE,2016-09-30,2016-10-25,2016-09-30,122516128.0,,,,,68764552.0,16346249.0,,,,,,24149720.0,,185941456.0,,3599953.25,424027168.0,,57500.0,,,6051754.5,18990762.0,365601440.0,9187885.0,,,428886.7188,,197811728.0,2438363.25,,13484067.0,4734225.0,,618786624.0,1042813824.0,,,,,,,28235598.0,4832712.0,,,8005088.5,6015609.5,,2909182.75,50713496.0,,,,,,,100711688.0,,,,,,1130076.25,,13478931.0,114190616.0,451620288.0,367646656.0,,,49670864.0,,39125560.0,,908063360.0,20559828.0,928623168.0,1042813824.0
0,96154,000020.XSHE,2016-06-30,2016-08-31,2016-06-30,65403376.0,,,,27112052.0,182542128.0,2952333.25,,,,,,20273144.0,,37519316.0,,31502.4609,428691328.0,,,,,,29404574.0,108018928.0,654356.0,,,,,45625244.0,,,239308.125,7114647.0,,191057056.0,619748352.0,85012392.0,,,,,16352307.0,101410512.0,1834052.875,,,3459053.0,15980165.0,,,23565966.0,,,,,,,247614448.0,50850000.0,,,,2604411.75,,,53454412.0,301068864.0,283161216.0,146283648.0,,,77391592.0,,-188156944.0,,318679520.0,,318679520.0,619748352.0
